  Time                 , V(VG)                , V(VD)                , V(VMAX)              , I(Liman)             
  0.000000000000e+000  ,-1.874583247715e-001  ,4.999999747096e+000  ,3.200255135483e-002  ,7.438354771239e-006  
  5.000000000000e-011  ,-1.874583247643e-001  ,4.999999747234e+000  ,3.200255135483e-002  ,7.438354771242e-006  
  5.297077349387e-011  ,-1.874583238446e-001  ,4.999999853939e+000  ,3.200255135483e-002  ,7.438354771224e-006  
  5.891232048161e-011  ,-1.874583242656e-001  ,4.999999579997e+000  ,3.200255135483e-002  ,7.438354771197e-006  
  7.079541445710e-011  ,-1.874583248143e-001  ,4.999999883784e+000  ,3.200255135483e-002  ,7.438354771188e-006  
  9.456160240807e-011  ,-1.874583245683e-001  ,4.999999618714e+000  ,3.200255135483e-002  ,7.438354771194e-006  
  1.420939783100e-010  ,-1.874583242915e-001  ,4.999999873899e+000  ,3.200255135483e-002  ,7.438354771168e-006  
  2.274496922735e-010  ,-1.874583233013e-001  ,4.999999622562e+000  ,3.200255135483e-002  ,7.438354771076e-006  
  3.630269760732e-010  ,-1.874583182561e-001  ,4.999999749722e+000  ,3.200255135481e-002  ,7.438354770377e-006  
  5.854268068913e-010  ,-1.874582408434e-001  ,4.999999794131e+000  ,3.200255135482e-002  ,7.438354756421e-006  
  8.865233952645e-010  ,-1.874570050845e-001  ,5.000000457449e+000  ,3.200255135510e-002  ,7.438354198708e-006  
  1.207736551249e-009  ,-1.874507297934e-001  ,5.000003782309e+000  ,3.200255135696e-002  ,7.438349563436e-006  
  1.522802978242e-009  ,-1.874325561158e-001  ,5.000013274632e+000  ,3.200255136372e-002  ,7.438330453968e-006  
  2.032422691071e-009  ,-1.873495038915e-001  ,5.000055717387e+000  ,3.200255140691e-002  ,7.438198153655e-006  
  2.761089473451e-009  ,-1.869731292487e-001  ,5.000239737578e+000  ,3.200255166967e-002  ,7.437101761373e-006  
  3.663913577283e-009  ,-1.857176139548e-001  ,5.000804136170e+000  ,3.200255281806e-002  ,7.429222232376e-006  
  4.497261017049e-009  ,-1.836105117221e-001  ,5.001694522314e+000  ,3.200255535473e-002  ,7.410100607688e-006  
  6.101929813111e-009  ,-1.764326850681e-001  ,5.004314005378e+000  ,3.200256711549e-002  ,7.281841623846e-006  
  7.627622454846e-009  ,-1.658768308487e-001  ,5.007499987163e+000  ,3.200258915690e-002  ,6.957211685887e-006  
  1.000000030000e-008  ,-1.420179801549e-001  ,5.012814186574e+000  ,3.200265653450e-002  ,5.718493126307e-006  
  1.028789073427e-008  ,-1.383932063218e-001  ,5.013461433959e+000  ,3.200266939123e-002  ,5.483621217820e-006  
  1.086363434989e-008  ,-1.307582110787e-001  ,5.014739932777e+000  ,3.200269650901e-002  ,4.962861280002e-006  
  1.201512158115e-008  ,-1.137689266210e-001  ,5.017139591401e+000  ,3.200275616651e-002  ,3.666064561090e-006  
  1.403087616164e-008  ,-7.968397377959e-002  ,5.020019141116e+000  ,3.200287467497e-002  ,4.226371829979e-007  
  1.616136968334e-008  ,-3.916313247057e-002  ,5.020780139062e+000  ,3.200301137165e-002  ,-4.384710172310e-006  
  1.971864938934e-008  ,3.579316455340e-002  ,5.017845521538e+000  ,3.200336560957e-002  ,-1.518404706946e-005  
  2.309599757392e-008  ,1.141073852592e-001  ,5.013534499663e+000  ,3.200397605346e-002  ,-2.728920824775e-005  
  2.690622449119e-008  ,2.070976918607e-001  ,5.008175468301e+000  ,3.200462615927e-002  ,-4.175026245654e-005  
  3.190630912978e-008  ,3.246336923012e-001  ,5.002174133381e+000  ,3.200746265247e-002  ,-5.798085389123e-005  
  3.690639376838e-008  ,4.322100979918e-001  ,4.997524296239e+000  ,3.201081365125e-002  ,-6.935176778534e-005  
  4.187593102653e-008  ,5.235903425683e-001  ,4.994375710270e+000  ,3.202062606085e-002  ,-7.381740996704e-005  
  4.687601566512e-008  ,5.994804729809e-001  ,4.992503194128e+000  ,3.203164511065e-002  ,-7.153632609145e-005  
  5.187610030372e-008  ,6.613001356913e-001  ,4.991765191047e+000  ,3.205693266904e-002  ,-6.402414385161e-005  
  5.650291085441e-008  ,7.072195746832e-001  ,4.992011434695e+000  ,3.208266064075e-002  ,-5.347362465504e-005  
  6.150299549300e-008  ,7.471573457555e-001  ,4.993068298634e+000  ,3.213279155239e-002  ,-4.045332786272e-005  
  6.650308013160e-008  ,7.792330757467e-001  ,4.994683681093e+000  ,3.219108552821e-002  ,-2.794049050902e-005  
  7.150316477020e-008  ,8.044818992651e-001  ,4.996691392901e+000  ,3.227720369058e-002  ,-1.697260633595e-005  
  7.650324940879e-008  ,8.246494620665e-001  ,4.998758324539e+000  ,3.238006903078e-002  ,-9.093616275209e-006  
  8.150333404739e-008  ,8.403731203824e-001  ,5.000740865199e+000  ,3.251279296831e-002  ,-4.624784690800e-006  
  8.650341868598e-008  ,8.526370591417e-001  ,5.002423429062e+000  ,3.267271586196e-002  ,-3.785794497444e-006  
  9.150350332458e-008  ,8.621767778495e-001  ,5.003689323830e+000  ,3.286076484250e-002  ,-6.068013930196e-006  
  9.650358796317e-008  ,8.693554090524e-001  ,5.004516298064e+000  ,3.308705669399e-002  ,-1.099737875126e-005  
  1.015036726018e-007  ,8.747646376536e-001  ,5.004904484093e+000  ,3.333640104400e-002  ,-1.765831547397e-005  
  1.065037572404e-007  ,8.788955261677e-001  ,5.004930917869e+000  ,3.363434729541e-002  ,-2.506414533477e-005  
  1.115038418790e-007  ,8.820642064808e-001  ,5.004679001068e+000  ,3.394795551570e-002  ,-3.257645130285e-005  
  1.165039265176e-007  ,8.844999511967e-001  ,5.004220018777e+000  ,3.431883882912e-002  ,-3.975734627240e-005  
