  Time                 , V(VG)                , V(VD)                , V(VMAX)              , I(Liman)             
  0.000000000000e+000  ,-1.874584265725e-001  ,4.999999745396e+000  ,3.200256850483e-002  ,7.488358676255e-006  
  5.000000000000e-011  ,-1.874584263320e-001  ,4.999999746398e+000  ,3.200256850485e-002  ,7.488358676215e-006  
  5.297150108963e-011  ,-1.874584263084e-001  ,4.999999748926e+000  ,3.200256850483e-002  ,7.488358676212e-006  
  5.891450326890e-011  ,-1.874584263910e-001  ,4.999999737478e+000  ,3.200256850483e-002  ,7.488358676208e-006  
  7.080050762743e-011  ,-1.874584263741e-001  ,4.999999752996e+000  ,3.200256850483e-002  ,7.488358676200e-006  
  9.457251634449e-011  ,-1.874584260310e-001  ,4.999999746721e+000  ,3.200256850483e-002  ,7.488358676174e-006  
  1.421165337786e-010  ,-1.874584251355e-001  ,4.999999745013e+000  ,3.200256850483e-002  ,7.488358676106e-006  
  2.332115231082e-010  ,-1.874584233683e-001  ,4.999999747215e+000  ,3.200256850483e-002  ,7.488358675832e-006  
  3.597782609984e-010  ,-1.874584192359e-001  ,4.999999749248e+000  ,3.200256850483e-002  ,7.488358674881e-006  
  6.129117367789e-010  ,-1.874583117586e-001  ,4.999999808106e+000  ,3.200256850485e-002  ,7.488358650800e-006  
  1.008304735832e-009  ,-1.874560355778e-001  ,5.000001029225e+000  ,3.200256850550e-002  ,7.488357530036e-006  
  1.399646481685e-009  ,-1.874444711935e-001  ,5.000007149415e+000  ,3.200256850965e-002  ,7.488348752268e-006  
  1.788054561429e-009  ,-1.874075558417e-001  ,5.000026374628e+000  ,3.200256852578e-002  ,7.488307903926e-006  
  1.865272844397e-009  ,-1.873955538436e-001  ,5.000032587364e+000  ,3.200256853139e-002  ,7.488292937596e-006  
  2.019709410332e-009  ,-1.873643108119e-001  ,5.000048661541e+000  ,3.200256854679e-002  ,7.488249775770e-006  
  2.328582542203e-009  ,-1.872634276792e-001  ,5.000099820656e+000  ,3.200256860290e-002  ,7.488073402847e-006  
  2.946328805946e-009  ,-1.868298393099e-001  ,5.000311058840e+000  ,3.200256891251e-002  ,7.486801008660e-006  
  3.801841722988e-009  ,-1.854695798535e-001  ,5.000920940646e+000  ,3.200257019661e-002  ,7.478347165958e-006  
  4.592720853351e-009  ,-1.833060444044e-001  ,5.001829057548e+000  ,3.200257284586e-002  ,7.458494652926e-006  
  6.174479114078e-009  ,-1.760017471507e-001  ,5.004471091123e+000  ,3.200258500075e-002  ,7.325453559387e-006  
  7.694025026821e-009  ,-1.653433226955e-001  ,5.007654414298e+000  ,3.200260753348e-002  ,6.990549583738e-006  
  1.000000030000e-008  ,-1.420491508521e-001  ,5.012820835960e+000  ,3.200267370883e-002  ,5.775046687415e-006  
  1.029161602456e-008  ,-1.383731833212e-001  ,5.013476251671e+000  ,3.200268674002e-002  ,5.536717710424e-006  
  1.087481022079e-008  ,-1.306250097660e-001  ,5.014769854373e+000  ,3.200271424232e-002  ,5.007629996343e-006  
  1.204119861324e-008  ,-1.133594936795e-001  ,5.017165158002e+000  ,3.200277476015e-002  ,3.676515082231e-006  
