  Time                 , V(VG)                , V(VD)                , V(VMAX)              , I(Liman)             
  0.000000000000e+000  ,-1.874589568537e-001  ,4.999999746456e+000  ,3.200255603422e-002  ,7.457165423830e-006  
  5.000000000000e-011  ,-1.874590201178e-001  ,4.999999791739e+000  ,3.200255608112e-002  ,7.457165421569e-006  
  1.000000000000e-010  ,-1.874590355177e-001  ,4.999999782438e+000  ,3.200255603457e-002  ,7.457165417520e-006  
  2.000007614493e-010  ,-1.874590367321e-001  ,4.999999778981e+000  ,3.200255603494e-002  ,7.457165402979e-006  
  4.000022843480e-010  ,-1.874590068584e-001  ,4.999999787109e+000  ,3.200255603574e-002  ,7.457165359564e-006  
  8.000053301454e-010  ,-1.874577649485e-001  ,5.000000429701e+000  ,3.200255605159e-002  ,7.457164668107e-006  
  1.600011421740e-009  ,-1.873967391298e-001  ,5.000031531185e+000  ,3.200255747204e-002  ,7.457058974178e-006  
  3.200023604929e-009  ,-1.856503324447e-001  ,5.000825890429e+000  ,3.200263247714e-002  ,7.445838860603e-006  
  6.400047971308e-009  ,-1.610256758255e-001  ,5.009586227364e+000  ,3.200446005975e-002  ,6.891438749261e-006  
  1.000000000600e-008  ,-7.914837903696e-002  ,5.030887478206e+000  ,3.201249942212e-002  ,3.265120887280e-006  
  1.050000846986e-008  ,-6.174898744354e-002  ,5.034509937861e+000  ,3.201430685027e-002  ,2.267070718412e-006  
  1.150006265048e-008  ,-2.210230195064e-002  ,5.041200118166e+000  ,3.201850501110e-002  ,-4.636247570012e-007  
  1.350017101173e-008  ,6.508707931829e-002  ,5.052356849912e+000  ,3.202895462633e-002  ,-7.550985788583e-006  
  1.750038773421e-008  ,2.640282407617e-001  ,5.054484592342e+000  ,3.205336417957e-002  ,-3.156650958664e-005  
  2.250047237281e-008  ,4.999370778908e-001  ,5.021453367810e+000  ,3.207716389501e-002  ,-7.384092261221e-005  
  2.750055701141e-008  ,6.732259429865e-001  ,4.978780917545e+000  ,3.208141884718e-002  ,-1.131104466990e-004  
  3.250064165000e-008  ,7.709878866647e-001  ,4.958760797458e+000  ,3.207339807614e-002  ,-1.312407499640e-004  
  3.750072628860e-008  ,8.128103355770e-001  ,4.966489198254e+000  ,3.206111281951e-002  ,-1.223808225723e-004  
  4.250081092719e-008  ,8.325135209838e-001  ,4.982435076753e+000  ,3.206850628358e-002  ,-9.657573637996e-005  
