  Time                 , V(VG)                , V(VD)                , V(VMAX)              , I(Liman)             
  0.000000000000e+000  ,-1.201571480934e+000  ,4.983064837306e+000  ,2.028459812681e-001  ,4.980928471681e-001  
  5.000000000000e-011  ,-1.201571480997e+000  ,4.983064837504e+000  ,2.028459812681e-001  ,4.980928471681e-001  
  5.932923285291e-011  ,-1.201571481191e+000  ,4.983064832558e+000  ,2.028459812681e-001  ,4.980928471681e-001  
  7.798769855872e-011  ,-1.201571481205e+000  ,4.983064843086e+000  ,2.028459812681e-001  ,4.980928471681e-001  
  1.153046299703e-010  ,-1.201571481186e+000  ,4.983064832115e+000  ,2.028459812681e-001  ,4.980928471681e-001  
  1.899384927936e-010  ,-1.201571480820e+000  ,4.983064842257e+000  ,2.028459812681e-001  ,4.980928471681e-001  
  3.006727469154e-010  ,-1.201571478311e+000  ,4.983064833750e+000  ,2.028459812681e-001  ,4.980928471681e-001  
  4.603014362045e-010  ,-1.201571463520e+000  ,4.983064851916e+000  ,2.028459812681e-001  ,4.980928471681e-001  
  7.685692084022e-010  ,-1.201571034899e+000  ,4.983065074532e+000  ,2.028459812682e-001  ,4.980928471680e-001  
  1.363870598096e-009  ,-1.201556104809e+000  ,4.983072907109e+000  ,2.028459812743e-001  ,4.980928471528e-001  
  1.889788455982e-009  ,-1.201481649530e+000  ,4.983110575221e+000  ,2.028459813088e-001  ,4.980928470092e-001  
  2.399035639782e-009  ,-1.201310535827e+000  ,4.983195479136e+000  ,2.028459814182e-001  ,4.980928465840e-001  
  3.417530007381e-009  ,-1.200283722288e+000  ,4.983671694245e+000  ,2.028459823331e-001  ,4.980928415001e-001  
  4.771486766357e-009  ,-1.196790814002e+000  ,4.985122739112e+000  ,2.028459867286e-001  ,4.980928057733e-001  
  6.829709656257e-009  ,-1.185958555592e+000  ,4.988806780669e+000  ,2.028460063337e-001  ,4.980925558354e-001  
  9.485096581001e-009  ,-1.162004406124e+000  ,4.994685252892e+000  ,2.028460647652e-001  ,4.980914558176e-001  
  1.000000030000e-008  ,-1.156038344878e+000  ,4.995859471826e+000  ,2.028460865649e-001  ,4.980911018372e-001  
  1.050000876386e-008  ,-1.149544764552e+000  ,4.996977028477e+000  ,2.028461091789e-001  ,4.980906662319e-001  
  1.100795209605e-008  ,-1.142465469951e+000  ,4.998076578624e+000  ,2.028461335827e-001  ,4.980901543426e-001  
  1.202383876045e-008  ,-1.127403448096e+000  ,5.000155986354e+000  ,2.028461865314e-001  ,4.980889839776e-001  
  1.405561208923e-008  ,-1.092965468298e+000  ,5.003065268006e+000  ,2.028463058357e-001  ,4.980857012808e-001  
  1.683095336158e-008  ,-1.039878421349e+000  ,5.003687555780e+000  ,2.028464836974e-001  ,4.980791795411e-001  
  1.970091700752e-008  ,-9.785719142740e-001  ,5.001106745449e+000  ,2.028467926132e-001  ,4.980702188789e-001  
  2.360055089195e-008  ,-8.880357076023e-001  ,4.996084986784e+000  ,2.028474954169e-001  ,4.980561511287e-001  
  2.783173561294e-008  ,-7.849220831197e-001  ,4.990242340646e+000  ,2.028482084766e-001  ,4.980401653197e-001  
  3.283182025153e-008  ,-6.679343631876e-001  ,4.984562582084e+000  ,2.028515186862e-001  ,4.980241938047e-001  
  3.719488024909e-008  ,-5.764113410178e-001  ,4.980748491997e+000  ,2.028544353696e-001  ,4.980150311692e-001  
  4.178071260650e-008  ,-4.923343382018e-001  ,4.977894160295e+000  ,2.028638550623e-001  ,4.980107486591e-001  
  4.635313391883e-008  ,-4.220177530736e-001  ,4.976120476000e+000  ,2.028734326382e-001  ,4.980121728770e-001  
  5.109840870101e-008  ,-3.620033769375e-001  ,4.975262913982e+000  ,2.028964210895e-001  ,4.980186702601e-001  
  5.604112386901e-008  ,-3.114557647646e-001  ,4.975322009653e+000  ,2.029214418629e-001  ,4.980292066260e-001  
