  Time                 , V(VG)                , V(VD)                , V(VMAX)              , I(Liman)             
  0.000000000000e+000  ,2.836630025055e-001  ,4.999999746472e+000  ,3.200255603422e-002  ,7.456704906872e-006  
  5.000000000000e-011  ,2.836629387396e-001  ,4.999999747724e+000  ,3.200255603550e-002  ,7.456704906818e-006  
  1.000000000000e-010  ,2.836629388650e-001  ,4.999999747311e+000  ,3.200255603423e-002  ,7.456704906722e-006  
  2.000007614493e-010  ,2.836629395612e-001  ,4.999999746257e+000  ,3.200255603423e-002  ,7.456704906565e-006  
  4.000022843480e-010  ,2.836629454891e-001  ,4.999999746692e+000  ,3.200255603423e-002  ,7.456704906253e-006  
  8.000053301454e-010  ,2.836629644161e-001  ,4.999999746828e+000  ,3.200255603423e-002  ,7.456704905195e-006  
  1.600011421740e-009  ,2.836630099273e-001  ,4.999999746247e+000  ,3.200255603421e-002  ,7.456704901835e-006  
  3.200023604929e-009  ,2.836630312102e-001  ,4.999999747356e+000  ,3.200255603424e-002  ,7.456704886696e-006  
  6.400047971308e-009  ,2.836629583079e-001  ,4.999999748014e+000  ,3.200255603474e-002  ,7.456704727283e-006  
  1.000000000600e-008  ,2.836630344931e-001  ,4.999999752984e+000  ,3.200255603624e-002  ,7.456703973337e-006  
  1.050000846986e-008  ,2.836630455113e-001  ,4.999999752265e+000  ,3.200255603655e-002  ,7.456703801400e-006  
  1.150006265048e-008  ,2.836630368074e-001  ,4.999999752944e+000  ,3.200255603723e-002  ,7.456703352190e-006  
  1.350017101173e-008  ,2.836630221664e-001  ,4.999999754328e+000  ,3.200255603886e-002  ,7.456702262057e-006  
  1.750038773421e-008  ,2.836630725261e-001  ,4.999999755341e+000  ,3.200255604258e-002  ,7.456698839170e-006  
  2.250047237281e-008  ,2.836631291215e-001  ,4.999999754009e+000  ,3.200255604741e-002  ,7.456692762237e-006  
  2.750055701141e-008  ,2.836631804496e-001  ,4.999999752822e+000  ,3.200255605164e-002  ,7.456685943614e-006  
  3.250064165000e-008  ,2.836632810318e-001  ,4.999999751201e+000  ,3.200255605589e-002  ,7.456679425125e-006  
  3.750072628860e-008  ,2.836633342935e-001  ,4.999999749906e+000  ,3.200255605961e-002  ,7.456673731291e-006  
  4.250081092719e-008  ,2.836634297068e-001  ,4.999999749080e+000  ,3.200255606572e-002  ,7.456669040006e-006  
