  Time                 , V(VG)                , V(VD)                , V(VMAX)              , -I(Riman)            
  0.000000000000e+000  ,-1.482716781692e-001  ,4.999999991818e+000  ,2.540093981644e-002  ,7.438363702761e-006  
  1.000000000000e-010  ,-1.482716776610e-001  ,4.999999991816e+000  ,2.540093985918e-002  ,7.438352156441e-006  
  1.055486452766e-010  ,-1.482716776482e-001  ,4.999999993173e+000  ,2.540093987008e-002  ,7.438369031831e-006  
  1.166459358297e-010  ,-1.482716775615e-001  ,4.999999993274e+000  ,2.540093989164e-002  ,7.438357485512e-006  
  1.388405169360e-010  ,-1.482716773616e-001  ,4.999999991459e+000  ,2.540093991115e-002  ,7.438362814582e-006  
  1.832296791486e-010  ,-1.482716769041e-001  ,4.999999992527e+000  ,2.540093995605e-002  ,7.438360150047e-006  
  2.720080035739e-010  ,-1.482716752780e-001  ,4.999999993356e+000  ,2.540094019642e-002  ,7.438360150047e-006  
  4.495646524243e-010  ,-1.482716550654e-001  ,4.999999999671e+000  ,2.540094199660e-002  ,7.438313964769e-006  
  7.751550245099e-010  ,-1.482711272126e-001  ,5.000000204018e+000  ,2.540098952188e-002  ,7.436522508897e-006  
  1.087427483778e-009  ,-1.482675809473e-001  ,5.000001631505e+000  ,2.540141837751e-002  ,7.418776704071e-006  
  1.433693217020e-009  ,-1.482557383560e-001  ,5.000006456184e+000  ,2.540308588850e-002  ,7.348659458728e-006  
  1.935676084738e-009  ,-1.481956353638e-001  ,5.000031035169e+000  ,2.541416657693e-002  ,6.878184244385e-006  
  2.544109122735e-009  ,-1.479739082252e-001  ,5.000120303934e+000  ,2.546821232960e-002  ,4.577103140946e-006  
  3.569122748356e-009  ,-1.468596586896e-001  ,5.000540300639e+000  ,2.586525921761e-002  ,-1.234303237396e-005  
  5.241964356881e-009  ,-1.420849204949e-001  ,5.002075388367e+000  ,2.842763400030e-002  ,-1.216790916914e-004  
  7.137019531708e-009  ,-1.316971818747e-001  ,5.004689936918e+000  ,3.592434531617e-002  ,-4.420317187837e-004  
  9.514127271157e-009  ,-1.109728474430e-001  ,5.008171731221e+000  ,5.379019775261e-002  ,-1.205968161777e-003  
  1.000000030000e-008  ,-1.056404750557e-001  ,5.008839878084e+000  ,5.862051825824e-002  ,-1.412494398778e-003  
  1.019283063907e-008  ,-1.034069982588e-001  ,5.009097499402e+000  ,6.064188270241e-002  ,-1.498899211860e-003  
  1.057849131722e-008  ,-9.873191404345e-002  ,5.009599046326e+000  ,6.485792604418e-002  ,-1.679064440374e-003  
  1.134981267352e-008  ,-8.852150899452e-002  ,5.010533480283e+000  ,7.394596199235e-002  ,-2.067067238265e-003  
  1.289245538611e-008  ,-6.502021641417e-002  ,5.011902671673e+000  ,9.426842544783e-002  ,-2.931851146748e-003  
  1.495403103728e-008  ,-2.917617820490e-002  ,5.012082923283e+000  ,1.230775190071e-001  ,-4.144170881126e-003  
  1.709048502345e-008  ,1.234995316055e-002  ,5.010318250916e+000  ,1.521158184651e-001  ,-5.339842639174e-003  
  2.047900907893e-008  ,8.590669333023e-002  ,5.005768483696e+000  ,1.872941148089e-001  ,-6.665876355783e-003  
  2.416332118411e-008  ,1.747709208925e-001  ,5.000342130768e+000  ,2.093351149389e-001  ,-7.227634991835e-003  
  3.010590426821e-008  ,3.200516233879e-001  ,4.994291178011e+000  ,2.190540934089e-001  ,-6.524034972699e-003  
  3.485043399234e-008  ,4.290212552063e-001  ,4.991660961970e+000  ,2.131367193701e-001  ,-4.980971614721e-003  
  3.957782738108e-008  ,5.256258026006e-001  ,4.990651889441e+000  ,2.024408835883e-001  ,-2.995014630969e-003  
  4.436035506625e-008  ,6.089338921852e-001  ,4.990929364180e+000  ,1.903467077065e-001  ,-7.927855687484e-004  
  4.834567062754e-008  ,6.662587372129e-001  ,4.991701807985e+000  ,1.819381735534e-001  ,9.172875881092e-004  
  5.295385472674e-008  ,7.199858106586e-001  ,4.993009340115e+000  ,1.736290465717e-001  ,2.678130643474e-003  
  5.939115636248e-008  ,7.774726994349e-001  ,4.995096100238e+000  ,1.616083494447e-001  ,4.580209679972e-003  
  6.669049017329e-008  ,8.223359791799e-001  ,4.997614488408e+000  ,1.445142408924e-001  ,5.908697170653e-003  
  7.717047684092e-008  ,8.644486028414e-001  ,5.000871103082e+000  ,1.064651303959e-001  ,6.327049542065e-003  
  8.877997152705e-008  ,8.896355266736e-001  ,5.003650953394e+000  ,4.643455078577e-002  ,5.011726417870e-003  
  9.941642038722e-008  ,9.043037986400e-001  ,5.005031826344e+000  ,9.243784465087e-003  ,2.810670181042e-003  
  1.009026249518e-007  ,9.057592992645e-001  ,5.005134394735e+000  ,9.243792492364e-003  ,2.432784900641e-003  
  1.038750340809e-007  ,9.084914670395e-001  ,5.005265997500e+000  ,9.243796298094e-003  ,1.659691532652e-003  
  1.098198523392e-007  ,9.133696979387e-001  ,5.005242790275e+000  ,9.243796300967e-003  ,9.771282449833e-005  
  1.217094888558e-007  ,9.215291058847e-001  ,5.004245335478e+000  ,9.243796289290e-003  ,-2.665176196182e-003  
  1.359296669831e-007  ,9.293049842273e-001  ,5.001987537286e+000  ,9.243796300972e-003  ,-4.743116550188e-003  
  1.557750334610e-007  ,9.375168756697e-001  ,4.998294945475e+000  ,9.243796300953e-003  ,-4.878795102137e-003  
  1.738173594346e-007  ,9.433570004505e-001  ,4.996346932812e+000  ,9.243796300939e-003  ,-2.684734419667e-003  
  1.922500958313e-007  ,9.483377252684e-001  ,4.996258398989e+000  ,4.149168343478e-002  ,3.582214782583e-004  
  2.099586357941e-007  ,9.528390688623e-001  ,4.997705595128e+000  ,9.218346557467e-002  ,2.681501690915e-003  
  2.292377581467e-007  ,9.579730803225e-001  ,5.000248998002e+000  ,1.001643754302e-001  ,3.664449113039e-003  
  2.554280390610e-007  ,9.663918505002e-001  ,5.002662925126e+000  ,3.779667802203e-002  ,1.754611028026e-003  
  2.728951802124e-007  ,9.727563082132e-001  ,5.002690792453e+000  ,9.243794739099e-003  ,-2.876128517570e-004  
  2.752365251650e-007  ,9.736490669911e-001  ,5.002595815810e+000  ,9.243795897100e-003  ,-5.882436058258e-004  
  2.799192150702e-007  ,9.754443470583e-001  ,5.002336986917e+000  ,9.243796300789e-003  ,-1.156884837705e-003  
  2.892845948805e-007  ,9.790187963399e-001  ,5.001603754879e+000  ,9.243796300014e-003  ,-2.061831999356e-003  
  3.080153545012e-007  ,9.858669818214e-001  ,4.999771006361e+000  ,9.243796295998e-003  ,-2.703479877297e-003  
  3.319138368239e-007  ,9.936781551063e-001  ,4.998098508719e+000  ,9.243800883642e-003  ,-1.428339325038e-003  
  3.472441514601e-007  ,9.982325127248e-001  ,4.997966513164e+000  ,3.687468812405e-002  ,-7.777644306373e-005  
  3.666126807799e-007  ,1.003819359102e+000  ,4.998698372612e+000  ,6.668292450798e-002  ,1.341639196184e-003  
  3.856921275725e-007  ,1.009409640835e+000  ,5.000025437553e+000  ,7.152046454437e-002  ,1.948875926416e-003  
  4.109495957961e-007  ,1.017485701101e+000  ,5.001254945422e+000  ,4.443562753545e-002  ,1.230072265379e-003  
  4.282558044066e-007  ,1.023407079946e+000  ,5.001441260204e+000  ,1.781497848625e-002  ,2.009882518195e-004  
  4.470253070464e-007  ,1.029989967281e+000  ,5.001017323932e+000  ,9.243792853815e-003  ,-8.084760318994e-004  
  4.707807382216e-007  ,1.038190019818e+000  ,5.000053490760e+000  ,9.243795743416e-003  ,-1.306216271146e-003  
  4.743041177859e-007  ,1.039385811006e+000  ,4.999885049794e+000  ,9.243796300692e-003  ,-1.296538190587e-003  
  4.813508769145e-007  ,1.041745852183e+000  ,4.999564933507e+000  ,9.243796300707e-003  ,-1.199235087235e-003  
  4.831125666966e-007  ,1.042327627090e+000  ,4.999492717691e+000  ,9.243796317776e-003  ,-1.157636515536e-003  
  4.866359462609e-007  ,1.043481269194e+000  ,4.999361200517e+000  ,9.246417129735e-003  ,-1.056506095942e-003  
  4.936827053895e-007  ,1.045751163746e+000  ,4.999157966500e+000  ,1.208655937860e-002  ,-7.953343903466e-004  
  5.077762236466e-007  ,1.050178288326e+000  ,4.999016299235e+000  ,2.871847912388e-002  ,-1.704313739026e-004  
  5.256933798661e-007  ,1.055680309289e+000  ,4.999299183372e+000  ,4.514556378734e-002  ,5.839112606765e-004  
  5.441827406754e-007  ,1.061394961436e+000  ,4.999916322890e+000  ,4.920054993466e-002  ,9.458577423516e-004  
  5.662871231904e-007  ,1.068482317568e+000  ,5.000518030565e+000  ,3.906048624165e-002  ,7.272541182601e-004  
  5.819542040696e-007  ,1.073673752108e+000  ,5.000703088988e+000  ,2.689506938937e-002  ,2.923996902382e-004  
  6.009710659852e-007  ,1.080111679430e+000  ,5.000589795558e+000  ,1.268588887980e-002  ,-3.222265396730e-004  
  6.268216004242e-007  ,1.088825531925e+000  ,5.000085054477e+000  ,9.273659834127e-003  ,-6.968469419277e-004  
  6.504190792908e-007  ,1.096618365513e+000  ,4.999582289632e+000  ,1.644981283456e-002  ,-4.999477134504e-004  
  6.681633820405e-007  ,1.102320179816e+000  ,4.999470513197e+000  ,2.657197461617e-002  ,-1.267308595843e-004  
  6.852430930008e-007  ,1.107738613327e+000  ,4.999583295234e+000  ,3.448890292058e-002  ,2.301090944457e-004  
  7.017148365845e-007  ,1.112964543457e+000  ,4.999827149136e+000  ,3.769695138057e-002  ,4.386802299194e-004  
  7.217390169968e-007  ,1.119383348574e+000  ,5.000173291593e+000  ,3.492827455482e-002  ,4.380513054514e-004  
  7.396174301972e-007  ,1.125225389652e+000  ,5.000346118484e+000  ,2.836718677912e-002  ,2.275158612619e-004  
  7.615877022614e-007  ,1.132514526953e+000  ,5.000325044937e+000  ,1.946018779638e-002  ,-1.411533121498e-004  
  7.887197365632e-007  ,1.141533870592e+000  ,5.000021606172e+000  ,1.611665951560e-002  ,-3.759482689603e-004  
  8.142633070816e-007  ,1.149901258957e+000  ,4.999789157369e+000  ,2.068904357280e-002  ,-2.665813161329e-004  
  8.348537316193e-007  ,1.156561405559e+000  ,4.999739461752e+000  ,2.634223758947e-002  ,-5.388975043985e-005  
  8.532000412812e-007  ,1.162461683354e+000  ,4.999810644018e+000  ,3.018703648166e-002  ,1.247970589091e-004  
  8.702708115448e-007  ,1.167956392703e+000  ,4.999937965382e+000  ,3.138637314712e-002  ,2.144837001339e-004  
  8.874637713303e-007  ,1.173521313539e+000  ,5.000068618324e+000  ,3.011987344292e-002  ,2.052790470941e-004  
  9.148252835145e-007  ,1.182454658808e+000  ,5.000166734903e+000  ,2.572038888808e-002  ,5.834677718752e-005  
  9.408754935135e-007  ,1.191020173122e+000  ,5.000111234789e+000  ,2.170968108865e-002  ,-1.226342805083e-004  
  9.725494017472e-007  ,1.201401927013e+000  ,4.999967783371e+000  ,2.176057315392e-002  ,-1.674943472807e-004  
  1.006947242247e-006  ,1.212599909513e+000  ,4.999890938774e+000  ,2.501608943605e-002  ,-6.075914971149e-005  
  1.039181434142e-006  ,1.223053816084e+000  ,4.999929304027e+000  ,2.741213886196e-002  ,4.859309932215e-005  
  1.076774083601e-006  ,1.235263512364e+000  ,5.000017415884e+000  ,2.728712703331e-002  ,7.186511652435e-005  
  1.119033776747e-006  ,1.249039858936e+000  ,5.000063852762e+000  ,2.480293527802e-002  ,-1.404511973391e-005  
  1.159207307326e-006  ,1.262152981501e+000  ,5.000016992174e+000  ,2.395931260045e-002  ,-6.366993510198e-005  
  1.207904302107e-006  ,1.278014630942e+000  ,4.999970030219e+000  ,2.497906426911e-002  ,-3.776667778510e-005  
  1.240156375395e-006  ,1.288501060885e+000  ,4.999972990434e+000  ,2.584676913210e-002  ,-1.730226628638e-006  
  1.304660521971e-006  ,1.309475125800e+000  ,5.000015954517e+000  ,2.594635620864e-002  ,1.607959276839e-005  
  1.369868003355e-006  ,1.330707512569e+000  ,5.000012337769e+000  ,2.484192025123e-002  ,-3.001434212280e-005  
  1.450846873747e-006  ,1.357051337124e+000  ,4.999989108385e+000  ,2.522888888994e-002  ,-2.198458748381e-005  
  1.534841739165e-006  ,1.384352696368e+000  ,4.999994456763e+000  ,2.563814542450e-002  ,-3.735443065978e-006  
  1.634846412169e-006  ,1.416849368393e+000  ,5.000002928242e+000  ,2.552707413702e-002  ,-5.548947079603e-006  
  1.734851085173e-006  ,1.449334121183e+000  ,4.999999960017e+000  ,2.537469611028e-002  ,-1.271976657335e-005  
  1.834855758177e-006  ,1.481796493983e+000  ,4.999998276542e+000  ,2.547200881474e-002  ,-9.331304617888e-006  
  1.934860431181e-006  ,1.514239017617e+000  ,4.999999895665e+000  ,2.549616934836e-002  ,-7.824882963803e-006  
  2.034865104186e-006  ,1.546662356387e+000  ,5.000000381089e+000  ,2.547389014331e-002  ,-8.561624298409e-006  
  2.134869777190e-006  ,1.579064654079e+000  ,5.000000011363e+000  ,2.547030035686e-002  ,-8.812865104346e-006  
  2.234874450194e-006  ,1.611444666123e+000  ,4.999999919574e+000  ,2.547592061989e-002  ,-8.597015543899e-006  
  2.334879123198e-006  ,1.643801741985e+000  ,5.000000009048e+000  ,2.547651511897e-002  ,-8.523942440775e-006  
  2.434883796202e-006  ,1.676135082094e+000  ,5.000000025704e+000  ,2.547511942999e-002  ,-8.553888264373e-006  
  2.534888469206e-006  ,1.708443990793e+000  ,4.999999991990e+000  ,2.547491221482e-002  ,-8.551085173281e-006  
  2.634893142210e-006  ,1.740727236417e+000  ,4.999999998188e+000  ,2.547524779704e-002  ,-8.512898830304e-006  
  2.734897815215e-006  ,1.772984292262e+000  ,5.000000014121e+000  ,2.547494951466e-002  ,-8.496893855181e-006  
  2.834902488219e-006  ,1.805214063271e+000  ,5.000000007881e+000  ,2.547468108927e-002  ,-8.486710889599e-006  
  2.934907161223e-006  ,1.837415818238e+000  ,5.000000004147e+000  ,2.547464516827e-002  ,-8.466098933013e-006  
  3.034911834227e-006  ,1.869588789782e+000  ,5.000000005472e+000  ,2.547454047544e-002  ,-8.446496835290e-006  
  3.134916507231e-006  ,1.901732393452e+000  ,5.000000006499e+000  ,2.547435829417e-002  ,-8.430013131999e-006  
  3.234921180235e-006  ,1.933845529179e+000  ,5.000000005613e+000  ,2.547421543787e-002  ,-8.412386343082e-006  
  3.334925853239e-006  ,1.965927514745e+000  ,5.000000005465e+000  ,2.547408356793e-002  ,-8.393948647267e-006  
  3.434930526244e-006  ,1.997977621617e+000  ,5.000000005609e+000  ,2.547393857600e-002  ,-8.375801385796e-006  
  3.534935199248e-006  ,2.029995295608e+000  ,5.000000005572e+000  ,2.547378896612e-002  ,-8.357718961349e-006  
  3.634939872252e-006  ,2.061979495948e+000  ,5.000000005443e+000  ,2.547364457048e-002  ,-8.339266166502e-006  
  3.734944545256e-006  ,2.093929737803e+000  ,5.000000005420e+000  ,2.547350024549e-002  ,-8.320609978796e-006  
  3.834949218260e-006  ,2.125845181298e+000  ,5.000000005379e+000  ,2.547335343966e-002  ,-8.301894283136e-006  
  3.934953891264e-006  ,2.157725005291e+000  ,5.000000005283e+000  ,2.547320811640e-002  ,-8.282893482203e-006  
  4.034958564269e-006  ,2.189568593360e+000  ,5.000000005219e+000  ,2.547306271490e-002  ,-8.263658202168e-006  
  4.134963237273e-006  ,2.221375448155e+000  ,5.000000005162e+000  ,2.547291698018e-002  ,-8.244215088382e-006  
  4.234967910277e-006  ,2.253144737565e+000  ,5.000000005115e+000  ,2.547277087461e-002  ,-8.224620096087e-006  
  4.334972583281e-006  ,2.284875685675e+000  ,5.000000005018e+000  ,2.547262522713e-002  ,-8.204731116734e-006  
  4.434977256285e-006  ,2.316567711527e+000  ,5.000000004943e+000  ,2.547247960410e-002  ,-8.184570354786e-006  
  4.534981929289e-006  ,2.348220193079e+000  ,5.000000004874e+000  ,2.547233286865e-002  ,-8.164165343771e-006  
  4.634986602293e-006  ,2.379832494282e+000  ,5.000000004832e+000  ,2.547218725873e-002  ,-8.143599572463e-006  
  4.734991275298e-006  ,2.411404147270e+000  ,5.000000004742e+000  ,2.547204168146e-002  ,-8.122785111198e-006  
  4.834995948302e-006  ,2.442934272702e+000  ,5.000000004649e+000  ,2.547189680269e-002  ,-8.101642912095e-006  
  4.935000621306e-006  ,2.474422463183e+000  ,5.000000004589e+000  ,2.547175118761e-002  ,-8.080237812180e-006  
  5.035005294310e-006  ,2.505868013621e+000  ,5.000000004548e+000  ,2.547160370410e-002  ,-8.058697709146e-006  
  5.135009967314e-006  ,2.537270330122e+000  ,5.000000004428e+000  ,2.547145806849e-002  ,-8.036874277195e-006  
  5.235014640318e-006  ,2.568628733836e+000  ,5.000000004358e+000  ,2.547131288421e-002  ,-8.014739094619e-006  
  5.335019313322e-006  ,2.599942715294e+000  ,5.000000004301e+000  ,2.547116647734e-002  ,-7.992400519186e-006  
  5.435023986327e-006  ,2.631211864532e+000  ,5.000000004233e+000  ,2.547102002507e-002  ,-7.969839010968e-006  
  5.535028659331e-006  ,2.662435404753e+000  ,5.000000004148e+000  ,2.547087385756e-002  ,-7.947006608333e-006  
  5.635033332335e-006  ,2.693612849312e+000  ,5.000000004077e+000  ,2.547072758545e-002  ,-7.923929956632e-006  
  5.735038005339e-006  ,2.724743678488e+000  ,5.000000004001e+000  ,2.547058129843e-002  ,-7.900606391331e-006  
  5.835042678343e-006  ,2.755827496088e+000  ,5.000000003937e+000  ,2.547043486361e-002  ,-7.877063445960e-006  
  5.935047351347e-006  ,2.786863561561e+000  ,5.000000003855e+000  ,2.547028857369e-002  ,-7.853271810632e-006  
  6.035052024352e-006  ,2.817851417936e+000  ,5.000000003782e+000  ,2.547014214348e-002  ,-7.829242143487e-006  
  6.135056697356e-006  ,2.848790697461e+000  ,5.000000003712e+000  ,2.546999557181e-002  ,-7.804974444525e-006  
  6.235061370360e-006  ,2.879680785430e+000  ,5.000000003633e+000  ,2.546984922139e-002  ,-7.780469601926e-006  
  6.335066043364e-006  ,2.910521108504e+000  ,5.000000003562e+000  ,2.546970268830e-002  ,-7.755736497472e-006  
  6.435070716368e-006  ,2.941311343931e+000  ,5.000000003502e+000  ,2.546955602207e-002  ,-7.730809770123e-006  
  6.535075389372e-006  ,2.972050934194e+000  ,5.000000003406e+000  ,2.546940957139e-002  ,-7.705629911925e-006  
  6.635080062376e-006  ,3.002739332879e+000  ,5.000000003347e+000  ,2.546926301974e-002  ,-7.680231561835e-006  
  6.700669013487e-006  ,3.022843478234e+000  ,4.999963066667e+000  ,2.680293108477e-002  ,7.887115760496e-005  
  6.757734500395e-006  ,3.040690790926e+000  ,4.998219399918e+000  ,8.343071801153e-002  ,3.562168614302e-003  
  6.810615741240e-006  ,3.056603315089e+000  ,4.995483426470e+000  ,2.077417400877e-001  ,1.186420699728e-002  
  6.878553115355e-006  ,3.074790043145e+000  ,4.993313446536e+000  ,4.118393344758e-001  ,3.016891315522e-002  
  6.960867129790e-006  ,3.094454598441e+000  ,4.991944390881e+000  ,6.271173731171e-001  ,5.926502363529e-002  
  7.060871802794e-006  ,3.115342437052e+000  ,4.990951308354e+000  ,8.172722402611e-001  ,1.015851923949e-001  
  7.160876475798e-006  ,3.133678185520e+000  ,4.990154296439e+000  ,9.405647877803e-001  ,1.481364339266e-001  
  7.260881148802e-006  ,3.150179330006e+000  ,4.989673091413e+000  ,1.031287942268e+000  ,1.976193396001e-001  
  7.360885821806e-006  ,3.165417301507e+000  ,4.989168654683e+000  ,1.103406671411e+000  ,2.492882915632e-001  
  7.460890494811e-006  ,3.179535254436e+000  ,4.988835128400e+000  ,1.164485635368e+000  ,3.026195558755e-001  
  7.560895167815e-006  ,3.192691653361e+000  ,4.988617312766e+000  ,1.213280244205e+000  ,3.571765194419e-001  
  7.660899840819e-006  ,3.205127094270e+000  ,4.988402364549e+000  ,1.254339587902e+000  ,4.125101335060e-001  
  7.760904513823e-006  ,3.216864789282e+000  ,4.988249079686e+000  ,1.289014907679e+000  ,4.684614387207e-001  
  7.860909186827e-006  ,3.228033518581e+000  ,4.988131496377e+000  ,1.319016398414e+000  ,5.247811963400e-001  
  7.960913859831e-006  ,3.238681080560e+000  ,4.988025365608e+000  ,1.345842114362e+000  ,5.813498101022e-001  
  8.060918532835e-006  ,3.248869664559e+000  ,4.987952770551e+000  ,1.369865724457e+000  ,6.380257834060e-001  
  8.160923205840e-006  ,3.258619693983e+000  ,4.987907429254e+000  ,1.390935902376e+000  ,6.947129011037e-001  
  8.260927878844e-006  ,3.267992379832e+000  ,4.987871091939e+000  ,1.409806665660e+000  ,7.512853485094e-001  
  8.360932551848e-006  ,3.277000097367e+000  ,4.987854738114e+000  ,1.426633914623e+000  ,8.076862467883e-001  
  8.460937224852e-006  ,3.285683692260e+000  ,4.987849256185e+000  ,1.441803935272e+000  ,8.638322159875e-001  
  8.560941897856e-006  ,3.294060073284e+000  ,4.987851654787e+000  ,1.455740736361e+000  ,9.196779078264e-001  
  8.660946570860e-006  ,3.302152340758e+000  ,4.987867434598e+000  ,1.468448805254e+000  ,9.751719532858e-001  
  8.760951243864e-006  ,3.309977927667e+000  ,4.987887324877e+000  ,1.480141854125e+000  ,1.030269618341e+000  
  8.860955916869e-006  ,3.317550736351e+000  ,4.987916495687e+000  ,1.490862053407e+000  ,1.084937458684e+000  
  8.960960589873e-006  ,3.324881432344e+000  ,4.987956080110e+000  ,1.500535802519e+000  ,1.139142351935e+000  
  9.060965262877e-006  ,3.331990812783e+000  ,4.987998760306e+000  ,1.509341326123e+000  ,1.192844815875e+000  
  9.160969935881e-006  ,3.338887301491e+000  ,4.988045445133e+000  ,1.517556909380e+000  ,1.246029902902e+000  
  9.260974608885e-006  ,3.345583077701e+000  ,4.988097419575e+000  ,1.525158020976e+000  ,1.298677278617e+000  
  9.360979281889e-006  ,3.352085511018e+000  ,4.988152060319e+000  ,1.532196240923e+000  ,1.350770055542e+000  
  9.460983954894e-006  ,3.358405001754e+000  ,4.988211993079e+000  ,1.538683137579e+000  ,1.402291434112e+000  
  9.560988627898e-006  ,3.364550012711e+000  ,4.988272821943e+000  ,1.544715939504e+000  ,1.453228908249e+000  
  9.660993300902e-006  ,3.370527055937e+000  ,4.988337301298e+000  ,1.550299034810e+000  ,1.503572206148e+000  
  9.760997973906e-006  ,3.376341588794e+000  ,4.988405530441e+000  ,1.555404281267e+000  ,1.553311047506e+000  
  9.861002646910e-006  ,3.382003282286e+000  ,4.988474533541e+000  ,1.560108596588e+000  ,1.602434906915e+000  
  9.961007319914e-006  ,3.387516813403e+000  ,4.988545430688e+000  ,1.564499609494e+000  ,1.650940506386e+000  
  1.006101199292e-005  ,3.392888970424e+000  ,4.988617731429e+000  ,1.568571508253e+000  ,1.698823014880e+000  
  1.016101666592e-005  ,3.398123544260e+000  ,4.988690716660e+000  ,1.572372002265e+000  ,1.746080643715e+000  
  1.026102133893e-005  ,3.403227010496e+000  ,4.988765518852e+000  ,1.575889663181e+000  ,1.792709648947e+000  
  1.036102601193e-005  ,3.408202056008e+000  ,4.988841572359e+000  ,1.579121060860e+000  ,1.838707699259e+000  
  1.046103068494e-005  ,3.413055228430e+000  ,4.988917610292e+000  ,1.582125354715e+000  ,1.884074828150e+000  
  1.056103535794e-005  ,3.417789536268e+000  ,4.988994671689e+000  ,1.584902660362e+000  ,1.928810727644e+000  
  1.066104003094e-005  ,3.422409129658e+000  ,4.989072156859e+000  ,1.587468229212e+000  ,1.972916193787e+000  
  1.076104470395e-005  ,3.426916568692e+000  ,4.989150737539e+000  ,1.589806925108e+000  ,2.016390422479e+000  
  1.086104937695e-005  ,3.431317330075e+000  ,4.989228966830e+000  ,1.591951941467e+000  ,2.059235219699e+000  
  1.096105404996e-005  ,3.435614313368e+000  ,4.989306856526e+000  ,1.593966070953e+000  ,2.101456612228e+000  
  1.106105872296e-005  ,3.439810314691e+000  ,4.989385700052e+000  ,1.595801603188e+000  ,2.143054845521e+000  
  1.116106339596e-005  ,3.443908055473e+000  ,4.989464633901e+000  ,1.597460274896e+000  ,2.184031464494e+000  
  1.126106806897e-005  ,3.447911177319e+000  ,4.989542910963e+000  ,1.598980745389e+000  ,2.224391351040e+000  
  1.136107274197e-005  ,3.451822102839e+000  ,4.989621041382e+000  ,1.600388675382e+000  ,2.264139892686e+000  
  1.146107741498e-005  ,3.455643392308e+000  ,4.989698815480e+000  ,1.601679448523e+000  ,2.303281695561e+000  
  1.156108208798e-005  ,3.459377272605e+000  ,4.989776501389e+000  ,1.602851800845e+000  ,2.341821196827e+000  
  1.166108676098e-005  ,3.463026741477e+000  ,4.989853799163e+000  ,1.603909524738e+000  ,2.379763755679e+000  
  1.176109143399e-005  ,3.466592994155e+000  ,4.989932757385e+000  ,1.604783497496e+000  ,2.417107738121e+000  
  1.186109610699e-005  ,3.470081425502e+000  ,4.990009821877e+000  ,1.605519401133e+000  ,2.453857877408e+000  
  1.196110078000e-005  ,3.473492045191e+000  ,4.990084130957e+000  ,1.606305271869e+000  ,2.490031836959e+000  
  1.206110545300e-005  ,3.476825695449e+000  ,4.990159173578e+000  ,1.607037126104e+000  ,2.525633039778e+000  
  1.216111012601e-005  ,3.480083955934e+000  ,4.990236898709e+000  ,1.607568572372e+000  ,2.560657222716e+000  
  1.226111479901e-005  ,3.483272693042e+000  ,4.990312215562e+000  ,1.607927376883e+000  ,2.595107717796e+000  
  1.236111947201e-005  ,3.486391384516e+000  ,4.990384539946e+000  ,1.608362727754e+000  ,2.629004129736e+000  
  1.246112414502e-005  ,3.489440792680e+000  ,4.990457395409e+000  ,1.608769970008e+000  ,2.662350708634e+000  
  1.256112881802e-005  ,3.492422202162e+000  ,4.990532725881e+000  ,1.609002635682e+000  ,2.695143852034e+000  
  1.266113349103e-005  ,3.495341009120e+000  ,4.990605619013e+000  ,1.609081954913e+000  ,2.727387558641e+000  
  1.276113816403e-005  ,3.498196417776e+000  ,4.990675449693e+000  ,1.609250803346e+000  ,2.759101582989e+000  
  1.286114283703e-005  ,3.500988985372e+000  ,4.990745764770e+000  ,1.609403619723e+000  ,2.790290288826e+000  
  1.296114751004e-005  ,3.503719873352e+000  ,4.990818491883e+000  ,1.609393903347e+000  ,2.820950191868e+000  
  1.306115218304e-005  ,3.506394229744e+000  ,4.990888716588e+000  ,1.609243053274e+000  ,2.851085503187e+000  
  1.316115685605e-005  ,3.509010978172e+000  ,4.990955436687e+000  ,1.609197441953e+000  ,2.880714075873e+000  
  1.326116152905e-005  ,3.511570725153e+000  ,4.991023147984e+000  ,1.609151466896e+000  ,2.909844590839e+000  
  1.336116620206e-005  ,3.514074875949e+000  ,4.991092628223e+000  ,1.608943866286e+000  ,2.938472501461e+000  
  1.346117087506e-005  ,3.516526486241e+000  ,4.991160417037e+000  ,1.608632756713e+000  ,2.966602269084e+000  
  1.356117554806e-005  ,3.518926374459e+000  ,4.991224516457e+000  ,1.608390927979e+000  ,2.994248905389e+000  
  1.366118022107e-005  ,3.521273562259e+000  ,4.991289462672e+000  ,1.608186115548e+000  ,3.021422152352e+000  
  1.376118489407e-005  ,3.523570108931e+000  ,4.991356366316e+000  ,1.607800324864e+000  ,3.048117613986e+000  
  1.386118956708e-005  ,3.525819699509e+000  ,4.991420742691e+000  ,1.607314362732e+000  ,3.074339330646e+000  
  1.396119424008e-005  ,3.528022000377e+000  ,4.991481721593e+000  ,1.606947691608e+000  ,3.100104670931e+000  
  1.406119891308e-005  ,3.530176324716e+000  ,4.991543300967e+000  ,1.606607359276e+000  ,3.125423024870e+000  
  1.416120358609e-005  ,3.532283530466e+000  ,4.991607409243e+000  ,1.606125335277e+000  ,3.150289222842e+000  
  1.426120825909e-005  ,3.534348394129e+000  ,4.991668970438e+000  ,1.605510649145e+000  ,3.174705697899e+000  
  1.436121293210e-005  ,3.536369593390e+000  ,4.991727141197e+000  ,1.605027198555e+000  ,3.198692929823e+000  
