  Time                 , V(VG)                , V(VD)                , V(VMAX)              , I(Liman)             
  0.000000000000e+000  ,-1.874583247717e-001  ,4.999999747096e+000  ,3.200255135483e-002  ,7.438354771239e-006  
  5.000000000000e-011  ,-1.874583247317e-001  ,4.999999747415e+000  ,3.200255135484e-002  ,7.438354771229e-006  
  5.297077349387e-011  ,-1.874583236619e-001  ,4.999999871719e+000  ,3.200255135483e-002  ,7.438354771207e-006  
  5.891232048161e-011  ,-1.874583237314e-001  ,4.999999601760e+000  ,3.200255135483e-002  ,7.438354771167e-006  
  7.079541445710e-011  ,-1.874583245187e-001  ,4.999999845497e+000  ,3.200255135483e-002  ,7.438354771134e-006  
  9.456160240807e-011  ,-1.874583245040e-001  ,4.999999651707e+000  ,3.200255135483e-002  ,7.438354771119e-006  
  1.420939783100e-010  ,-1.874583243875e-001  ,4.999999839857e+000  ,3.200255135483e-002  ,7.438354771090e-006  
  2.274496922735e-010  ,-1.874583233267e-001  ,4.999999657013e+000  ,3.200255135483e-002  ,7.438354771013e-006  
  3.630269760732e-010  ,-1.874583182857e-001  ,4.999999749479e+000  ,3.200255135482e-002  ,7.438354770341e-006  
  5.854268068913e-010  ,-1.874582408182e-001  ,4.999999794465e+000  ,3.200255135483e-002  ,7.438354756397e-006  
  8.865233952645e-010  ,-1.874570050622e-001  ,5.000000457427e+000  ,3.200255135511e-002  ,7.438354198639e-006  
  1.207736551249e-009  ,-1.874507297888e-001  ,5.000003782306e+000  ,3.200255135697e-002  ,7.438349563296e-006  
  1.522802978242e-009  ,-1.874325561464e-001  ,5.000013274587e+000  ,3.200255136373e-002  ,7.438330453779e-006  
  2.032422691071e-009  ,-1.873495039213e-001  ,5.000055717383e+000  ,3.200255140692e-002  ,7.438198153509e-006  
  2.761089473451e-009  ,-1.869731292230e-001  ,5.000239737732e+000  ,3.200255166967e-002  ,7.437101761025e-006  
  3.663913577283e-009  ,-1.857176141712e-001  ,5.000804138592e+000  ,3.200255281806e-002  ,7.429222215073e-006  
  4.497261017049e-009  ,-1.836105130394e-001  ,5.001694531755e+000  ,3.200255535473e-002  ,7.410100525419e-006  
  6.101929813111e-009  ,-1.764327055777e-001  ,5.004314096126e+000  ,3.200256711534e-002  ,7.281840072137e-006  
  7.627622454846e-009  ,-1.658769342112e-001  ,5.007500364305e+000  ,3.200258915610e-002  ,6.957202219732e-006  
  1.000000030000e-008  ,-1.420186200905e-001  ,5.012816084912e+000  ,3.200265652862e-002  ,5.718401449249e-006  
  1.028785348136e-008  ,-1.383944560108e-001  ,5.013463573407e+000  ,3.200266938246e-002  ,5.483541678453e-006  
  1.044089306344e-008  ,-1.364340787958e-001  ,5.013806810525e+000  ,3.200267640797e-002  ,5.354352919830e-006  
  1.074697222758e-008  ,-1.323984818440e-001  ,5.014489292265e+000  ,3.200269085676e-002  ,5.081005906363e-006  
  1.135913055588e-008  ,-1.237800918721e-001  ,5.015824363413e+000  ,3.200272132639e-002  ,4.459576778474e-006  
  1.258344721247e-008  ,-1.045899441161e-001  ,5.018210216510e+000  ,3.200278813934e-002  ,2.891906983159e-006  
  1.456530165125e-008  ,-6.983634487596e-002  ,5.020492855193e+000  ,3.200290873999e-002  ,-6.411867797805e-007  
  1.665146421839e-008  ,-2.943895355828e-002  ,5.020602600977e+000  ,3.200304374582e-002  ,-5.689952316611e-006  
  2.027579914976e-008  ,4.814860952404e-002  ,5.017485171749e+000  ,3.200346990148e-002  ,-1.699545578939e-005  
  2.410465251852e-008  ,1.387074679733e-001  ,5.012069989260e+000  ,3.200415439639e-002  ,-3.126262438948e-005  
  2.910473715712e-008  ,2.602021130286e-001  ,5.005554717922e+000  ,3.200555714498e-002  ,-4.966239307016e-005  
  3.410482179571e-008  ,3.743666631741e-001  ,5.000190493021e+000  ,3.200894845971e-002  ,-6.429732184020e-005  
  3.910490643431e-008  ,4.748592835587e-001  ,4.996336882975e+000  ,3.201480900941e-002  ,-7.274577925264e-005  
  4.308426153112e-008  ,5.433675625953e-001  ,4.994213388213e+000  ,3.202317476888e-002  ,-7.457804317754e-005  
  4.705467593123e-008  ,6.018581613497e-001  ,4.992867058088e+000  ,3.203256881073e-002  ,-7.230860192946e-005  
  5.123221647192e-008  ,6.536802122203e-001  ,4.992213373091e+000  ,3.205370330031e-002  ,-6.623087537343e-005  
  5.623230111052e-008  ,7.047100100662e-001  ,4.992285255082e+000  ,3.207998015888e-002  ,-5.581614595016e-005  
  6.123238574911e-008  ,7.451838327395e-001  ,4.993159064782e+000  ,3.213010058324e-002  ,-4.326488051965e-005  
  6.623247038771e-008  ,7.774208289092e-001  ,4.994601514040e+000  ,3.218642919387e-002  ,-3.076822849967e-005  
  7.123255502630e-008  ,8.032378083519e-001  ,4.996331891671e+000  ,3.227248814076e-002  ,-2.007664788501e-005  
  7.623263966490e-008  ,8.237066658528e-001  ,4.998150180133e+000  ,3.237275249308e-002  ,-1.199830545002e-005  
  8.123272430349e-008  ,8.395718957091e-001  ,4.999912078095e+000  ,3.250534532166e-002  ,-6.941260848557e-006  
  8.623280894209e-008  ,8.519365343077e-001  ,5.001405842291e+000  ,3.266211914925e-002  ,-5.225245101409e-006  
  9.123289358068e-008  ,8.614652156789e-001  ,5.002529771687e+000  ,3.284997586245e-002  ,-6.496055029715e-006  
  9.623297821928e-008  ,8.687252865934e-001  ,5.003246051311e+000  ,3.307276144155e-002  ,-1.011670270551e-005  
  1.012330628579e-007  ,8.742137355357e-001  ,5.003569872330e+000  ,3.332191511871e-002  ,-1.530845019300e-005  
  1.062331474965e-007  ,8.784271063405e-001  ,5.003571850527e+000  ,3.361627870406e-002  ,-2.116290424015e-005  
  1.112332321351e-007  ,8.816805253141e-001  ,5.003326880353e+000  ,3.392981745162e-002  ,-2.709553182347e-005  
  1.162333167737e-007  ,8.842020264578e-001  ,5.002898581976e+000  ,3.429737944865e-002  ,-3.270682439098e-005  
  1.212334014123e-007  ,8.863607109868e-001  ,5.002405232328e+000  ,3.467564837306e-002  ,-3.742311957258e-005  
  1.262334860509e-007  ,8.883113689326e-001  ,5.001910122218e+000  ,3.511463007604e-002  ,-4.111550019980e-005  
  1.312335706894e-007  ,8.901539583389e-001  ,5.001455558574e+000  ,3.556154446649e-002  ,-4.375372553809e-005  
  1.362336553280e-007  ,8.920193417563e-001  ,5.001097861149e+000  ,3.606164568679e-002  ,-4.538828874320e-005  
  1.412337399666e-007  ,8.939504237893e-001  ,5.000855188776e+000  ,3.657422939133e-002  ,-4.621646841834e-005  
  1.462338246052e-007  ,8.959546369510e-001  ,5.000724869001e+000  ,3.712824246400e-002  ,-4.652686668298e-005  
  1.512339092438e-007  ,8.980170058048e-001  ,5.000691918481e+000  ,3.769960804874e-002  ,-4.653776722016e-005  
  1.562339938824e-007  ,9.001203169022e-001  ,5.000740578838e+000  ,3.830130176149e-002  ,-4.641188083470e-005  
  1.612340785210e-007  ,9.022309158675e-001  ,5.000840536358e+000  ,3.892310309313e-002  ,-4.639193158959e-005  
  1.662341631596e-007  ,9.043181487579e-001  ,5.000963747104e+000  ,3.956531151966e-002  ,-4.660645600011e-005  
  1.712342477982e-007  ,9.063574671864e-001  ,5.001085542632e+000  ,4.022796750041e-002  ,-4.712208878744e-005  
  1.762343324368e-007  ,9.083330351310e-001  ,5.001186985764e+000  ,4.090270205255e-002  ,-4.794927862098e-005  
  1.812344170754e-007  ,9.102383287879e-001  ,5.001255872307e+000  ,4.159556648696e-002  ,-4.905362267147e-005  
  1.862345017140e-007  ,9.120754135889e-001  ,5.001286785831e+000  ,4.229412523612e-002  ,-5.037015939367e-005  
  1.912345863526e-007  ,9.138531164596e-001  ,5.001280241011e+000  ,4.300567870846e-002  ,-5.181825468772e-005  
  1.962346709912e-007  ,9.155847132179e-001  ,5.001241299263e+000  ,4.371890901280e-002  ,-5.331506085182e-005  
  2.012347556298e-007  ,9.172855028145e-001  ,5.001177928662e+000  ,4.443688105006e-002  ,-5.478622713672e-005  
  2.062348402684e-007  ,9.189706268371e-001  ,5.001099378798e+000  ,4.515405924082e-002  ,-5.617316760243e-005  
  2.112349249070e-007  ,9.206533791668e-001  ,5.001014764498e+000  ,4.586701024876e-002  ,-5.743677301945e-005  
  2.162350095456e-007  ,9.223451065275e-001  ,5.000932923137e+000  ,4.657562700898e-002  ,-5.855808730389e-005  
  2.212350941842e-007  ,9.240499639725e-001  ,5.000857603999e+000  ,4.727365669080e-002  ,-5.953779987862e-005  
  2.262351788228e-007  ,9.257729336756e-001  ,5.000793904199e+000  ,4.796126347549e-002  ,-6.038603871638e-005  
  2.312352634614e-007  ,9.275138639198e-001  ,5.000743387194e+000  ,4.863464208903e-002  ,-6.112980680652e-005  
  2.362353481000e-007  ,9.292704040345e-001  ,5.000705427816e+000  ,4.928911123737e-002  ,-6.179325847165e-005  
  2.412354327386e-007  ,9.310400213749e-001  ,5.000678920007e+000  ,4.992842900772e-002  ,-6.239575770645e-005  
  2.462355173771e-007  ,9.328177923761e-001  ,5.000661270959e+000  ,5.053816750927e-002  ,-6.296821505548e-005  
  2.512356020157e-007  ,9.345990911681e-001  ,5.000649434024e+000  ,5.113446234240e-002  ,-6.353067150618e-005  
  2.562356866543e-007  ,9.363793158158e-001  ,5.000639986319e+000  ,5.168858701674e-002  ,-6.409775913047e-005  
  2.612357712929e-007  ,9.381559703205e-001  ,5.000630807289e+000  ,5.223344734391e-002  ,-6.467408195759e-005  
  2.662358559315e-007  ,9.399275442118e-001  ,5.000620479386e+000  ,5.272193033361e-002  ,-6.526080103126e-005  
  2.712359405701e-007  ,9.416923013734e-001  ,5.000607129850e+000  ,5.320198023534e-002  ,-6.585637411331e-005  
  2.762360252087e-007  ,9.434502453732e-001  ,5.000590194150e+000  ,5.362137058740e-002  ,-6.645419652918e-005  
  2.812361098473e-007  ,9.452023899932e-001  ,5.000569836688e+000  ,5.402502330816e-002  ,-6.704467284881e-005  
  2.862361944859e-007  ,9.469496312214e-001  ,5.000546452775e+000  ,5.437187105731e-002  ,-6.762231457714e-005  
  2.912362791245e-007  ,9.486939317638e-001  ,5.000521083012e+000  ,5.469147898661e-002  ,-6.817731495388e-005  
  2.962363637631e-007  ,9.504366236361e-001  ,5.000494591590e+000  ,5.496034277473e-002  ,-6.870512571208e-005  
  3.012364484017e-007  ,9.521789654441e-001  ,5.000467860620e+000  ,5.518945140341e-002  ,-6.920246329873e-005  
  3.062365330403e-007  ,9.539219791262e-001  ,5.000441671483e+000  ,5.537577676925e-002  ,-6.966775648043e-005  
  3.112366176789e-007  ,9.556663744706e-001  ,5.000416632246e+000  ,5.550919187085e-002  ,-7.010110978078e-005  
  3.162367023175e-007  ,9.574125352786e-001  ,5.000393143499e+000  ,5.560934587173e-002  ,-7.050401914825e-005  
  3.212367869561e-007  ,9.591605562918e-001  ,5.000371371538e+000  ,5.564317830453e-002  ,-7.087827787812e-005  
  3.262368715947e-007  ,9.609103068869e-001  ,5.000351391594e+000  ,5.565447322468e-002  ,-7.122800419067e-005  
  3.312369562333e-007  ,9.626614274020e-001  ,5.000333013330e+000  ,5.558616365187e-002  ,-7.155616010478e-005  
  3.362370408719e-007  ,9.644134834487e-001  ,5.000315966100e+000  ,5.550585518712e-002  ,-7.186562902638e-005  
  3.412371255105e-007  ,9.661660316936e-001  ,5.000299937869e+000  ,5.533518873775e-002  ,-7.215886600113e-005  
  3.462372101491e-007  ,9.679186754858e-001  ,5.000284615607e+000  ,5.515143931093e-002  ,-7.243773036099e-005  
  3.512372947877e-007  ,9.696711629355e-001  ,5.000269779609e+000  ,5.488956132916e-002  ,-7.270321181242e-005  
  3.562373794263e-007  ,9.714231515256e-001  ,5.000255084569e+000  ,5.460282442976e-002  ,-7.295641987691e-005  
  3.612374640648e-007  ,9.731745859275e-001  ,5.000240408791e+000  ,5.425080976834e-002  ,-7.319726550839e-005  
  3.662375487034e-007  ,9.749254876262e-001  ,5.000225680732e+000  ,5.386280381609e-002  ,-7.342541225142e-005  
  3.712376333420e-007  ,9.766759526137e-001  ,5.000210886402e+000  ,5.342260703768e-002  ,-7.364035605843e-005  
  3.762377179806e-007  ,9.784260908572e-001  ,5.000196048014e+000  ,5.293626382546e-002  ,-7.384167164955e-005  
  3.812378026192e-007  ,9.801761524103e-001  ,5.000181253436e+000  ,5.241069024120e-002  ,-7.402861123317e-005  
