  Time                 , V(VG)                , V(VD)                , V(VMAX)              , I(Liman)             
  0.000000000000e+000  ,-1.874583247683e-001  ,4.999999747096e+000  ,3.200255135429e-002  ,7.438354771239e-006  
  5.000000000000e-011  ,-1.874583247348e-001  ,4.999999747229e+000  ,3.200255135429e-002  ,7.438354771239e-006  
  5.297150108963e-011  ,-1.874583246127e-001  ,4.999999760643e+000  ,3.200255135429e-002  ,7.438354771235e-006  
  5.891450326890e-011  ,-1.874583248790e-001  ,4.999999701703e+000  ,3.200255135429e-002  ,7.438354771232e-006  
  7.080050762743e-011  ,-1.874583247783e-001  ,4.999999799847e+000  ,3.200255135429e-002  ,7.438354771238e-006  
  9.457251634449e-011  ,-1.874583244804e-001  ,4.999999744584e+000  ,3.200255135429e-002  ,7.438354771247e-006  
  1.421165337786e-010  ,-1.874583234710e-001  ,4.999999751186e+000  ,3.200255135429e-002  ,7.438354771242e-006  
  2.329204848036e-010  ,-1.874583216909e-001  ,4.999999748633e+000  ,3.200255135429e-002  ,7.438354771095e-006  
  3.594872226939e-010  ,-1.874583176937e-001  ,4.999999751313e+000  ,3.200255135429e-002  ,7.438354770290e-006  
  6.126206984743e-010  ,-1.874582102093e-001  ,4.999999809540e+000  ,3.200255135431e-002  ,7.438354746440e-006  
  1.007734300755e-009  ,-1.874559386812e-001  ,5.000001030440e+000  ,3.200255135498e-002  ,7.438353628210e-006  
  1.400286765955e-009  ,-1.874443170307e-001  ,5.000007187259e+000  ,3.200255135931e-002  ,7.438344778445e-006  
  1.788787977956e-009  ,-1.874073082704e-001  ,5.000026479600e+000  ,3.200255137608e-002  ,7.438303717735e-006  
  2.407558696531e-009  ,-1.872160096423e-001  ,5.000122708261e+000  ,3.200255149311e-002  ,7.437912796708e-006  
  3.236342655681e-009  ,-1.864696504316e-001  ,5.000476939304e+000  ,3.200255212168e-002  ,7.434968400216e-006  
  4.173253165744e-009  ,-1.845863685811e-001  ,5.001304092536e+000  ,3.200255423195e-002  ,7.421635376553e-006  
  5.263645636104e-009  ,-1.806877035699e-001  ,5.002844465283e+000  ,3.200255995705e-002  ,7.373048424979e-006  
  6.743703471683e-009  ,-1.724165762953e-001  ,5.005632464087e+000  ,3.200257586934e-002  ,7.184769526577e-006  
  8.756477819942e-009  ,-1.557398215390e-001  ,5.010024761949e+000  ,3.200261601953e-002  ,6.507775863709e-006  
  1.000000030000e-008  ,-1.421201124988e-001  ,5.012844151765e+000  ,3.200266082575e-002  ,5.741614567731e-006  
  1.030633092124e-008  ,-1.382450853896e-001  ,5.013531161595e+000  ,3.200267508716e-002  ,5.489624805478e-006  
  1.091895491082e-008  ,-1.301290706057e-001  ,5.014889689878e+000  ,3.200270525908e-002  ,4.937533298858e-006  
  1.214420288999e-008  ,-1.118234509305e-001  ,5.017413487575e+000  ,3.200277193402e-002  ,3.522659112151e-006  
  1.406198233564e-008  ,-7.916724598238e-002  ,5.020092258772e+000  ,3.200289000407e-002  ,3.833269960872e-007  
  1.613026350934e-008  ,-3.984757737558e-002  ,5.020816127711e+000  ,3.200302814494e-002  ,-4.295980466221e-006  
  1.976316660840e-008  ,3.674503066023e-002  ,5.017835691293e+000  ,3.200340692823e-002  ,-1.534771649062e-005  
  2.323699981172e-008  ,1.174207329836e-001  ,5.013443101487e+000  ,3.200405883331e-002  ,-2.784310715576e-005  
  2.716047555406e-008  ,2.132028057878e-001  ,5.007998869320e+000  ,3.200475226099e-002  ,-4.275423205512e-005  
  3.216056019265e-008  ,3.313266011961e-001  ,5.002105560387e+000  ,3.200783633194e-002  ,-5.924559373695e-005  
  3.628669172723e-008  ,4.197238113013e-001  ,4.998330561154e+000  ,3.201071277711e-002  ,-6.868135956275e-005  
  4.074288398225e-008  ,5.041955050461e-001  ,4.995350963254e+000  ,3.201886584599e-002  ,-7.400063922685e-005  
  4.574296862085e-008  ,5.836391710117e-001  ,4.993225425910e+000  ,3.202976154328e-002  ,-7.350535605630e-005  
  5.030346900422e-008  ,6.430404023690e-001  ,4.992287157837e+000  ,3.205080229957e-002  ,-6.791177008211e-005  
  5.524171382386e-008  ,6.953315223614e-001  ,4.992217842900e+000  ,3.207672756342e-002  ,-5.793169206039e-005  
  5.861608177621e-008  ,7.250617947710e-001  ,4.992627444525e+000  ,3.210778164440e-002  ,-4.983257574931e-005  
  6.253955751855e-008  ,7.544063275194e-001  ,4.993486879006e+000  ,3.214861999793e-002  ,-3.996416439342e-005  
  6.753964215715e-008  ,7.847559528812e-001  ,4.995037812449e+000  ,3.221686320678e-002  ,-2.775780707770e-005  
