  Time                 , V(VG)                , V(VD)                , V(VMAX)              , I(Liman)             
  0.000000000000e+000  ,4.407896944968e+000  ,4.408031314787e+000  ,5.957830984766e+000  ,1.741084264816e+001  
  5.000000000000e-011  ,4.407896945276e+000  ,4.408031315089e+000  ,5.957830984766e+000  ,1.741084264816e+001  
  1.000000000000e-010  ,4.407896945025e+000  ,4.408031314831e+000  ,5.957830984766e+000  ,1.741084264816e+001  
  2.000007614493e-010  ,4.407896943982e+000  ,4.408031313771e+000  ,5.957830984766e+000  ,1.741084264816e+001  
  4.000022843480e-010  ,4.407896940250e+000  ,4.408031310009e+000  ,5.957830984766e+000  ,1.741084264816e+001  
  8.000053301454e-010  ,4.407896930003e+000  ,4.408031299708e+000  ,5.957830984766e+000  ,1.741084264816e+001  
  1.600011421740e-009  ,4.407896896772e+000  ,4.408031266401e+000  ,5.957830984766e+000  ,1.741084264816e+001  
  3.200023604929e-009  ,4.407896775063e+000  ,4.408031144639e+000  ,5.957830984766e+000  ,1.741084264816e+001  
  6.400047971308e-009  ,4.407896341458e+000  ,4.408030711132e+000  ,5.957830984769e+000  ,1.741084264821e+001  
  1.000000030000e-008  ,4.407895638022e+000  ,4.408030007801e+000  ,5.957830984775e+000  ,1.741084264846e+001  
  1.050000876386e-008  ,4.407895521478e+000  ,4.408029891267e+000  ,5.957830984777e+000  ,1.741084264851e+001  
  1.066494599182e-008  ,4.407895483191e+000  ,4.408029852983e+000  ,5.957830984778e+000  ,1.741084264853e+001  
  1.099482044775e-008  ,4.407895406040e+000  ,4.408029775837e+000  ,5.957830984779e+000  ,1.741084264857e+001  
  1.165456935961e-008  ,4.407895246824e+000  ,4.408029616625e+000  ,5.957830984781e+000  ,1.741084264866e+001  
  1.297406718333e-008  ,4.407894920936e+000  ,4.408029290733e+000  ,5.957830984786e+000  ,1.741084264888e+001  
  1.561306283076e-008  ,4.407894245026e+000  ,4.408028614789e+000  ,5.957830984797e+000  ,1.741084264951e+001  
