  Time                 , V(VG)                , V(VD)                , V(VMAX)              , I(Liman)             
  0.000000000000e+000  ,-2.856580040071e-005  ,4.999999747095e+000  ,2.978882208322e-002  ,7.438381771863e-006  
  5.000000000000e-011  ,-2.856805169278e-005  ,4.999999744844e+000  ,2.978882208317e-002  ,7.438381771968e-006  
  5.297077349387e-011  ,-2.856815678974e-005  ,4.999999744739e+000  ,2.978882208322e-002  ,7.438381771972e-006  
  5.891232048161e-011  ,-2.856775738632e-005  ,4.999999745138e+000  ,2.978882208322e-002  ,7.438381771985e-006  
  7.079541445710e-011  ,-2.856916330899e-005  ,4.999999743732e+000  ,2.978882208322e-002  ,7.438381772020e-006  
  9.456160240807e-011  ,-2.856877450355e-005  ,4.999999744121e+000  ,2.978882208322e-002  ,7.438381772123e-006  
  1.420939783100e-010  ,-2.856717247812e-005  ,4.999999745723e+000  ,2.978882208322e-002  ,7.438381772406e-006  
  2.264834451023e-010  ,-2.856572927815e-005  ,4.999999747166e+000  ,2.978882208322e-002  ,7.438381773036e-006  
  3.631783159915e-010  ,-2.856180907284e-005  ,4.999999751086e+000  ,2.978882208322e-002  ,7.438381773750e-006  
  5.964280548040e-010  ,-2.848974465943e-005  ,4.999999823139e+000  ,2.978882208324e-002  ,7.438381752520e-006  
  1.016175139183e-009  ,-2.644924597633e-005  ,5.000001862931e+000  ,2.978882208437e-002  ,7.438379749553e-006  
  1.457482341165e-009  ,-1.444918362021e-005  ,5.000013856852e+000  ,2.978882209311e-002  ,7.438359880460e-006  
  1.868009332055e-009  ,2.071315000173e-005  ,5.000048994799e+000  ,2.978882212486e-002  ,7.438273629841e-006  
  2.529993418092e-009  ,1.915961318555e-004  ,5.000219678885e+000  ,2.978882234221e-002  ,7.437463476183e-006  
  3.408416870469e-009  ,7.829603729868e-004  ,5.000809797362e+000  ,2.978882344548e-002  ,7.431683786334e-006  
  4.204325142736e-009  ,1.780616171027e-003  ,5.001804081931e+000  ,2.978882598333e-002  ,7.414737836623e-006  
  5.434974792833e-009  ,4.148417698514e-003  ,5.004156918519e+000  ,2.978883494190e-002  ,7.331876617165e-006  
  6.844252112741e-009  ,7.742092626924e-003  ,5.007707593133e+000  ,2.978885540976e-002  ,7.073005799095e-006  
  9.088739517564e-009  ,1.452756503265e-002  ,5.014325387650e+000  ,2.978891630956e-002  ,5.958804677643e-006  
  1.000000030000e-008  ,1.753031000147e-002  ,5.017213669677e+000  ,2.978896265839e-002  ,5.155035851443e-006  
  1.030536234576e-008  ,1.857083433148e-002  ,5.018207532641e+000  ,2.978898105362e-002  ,4.820820991502e-006  
  1.061702944536e-008  ,1.963902458590e-002  ,5.019225397418e+000  ,2.978900062702e-002  ,4.457631486022e-006  
  1.124036364455e-008  ,2.178842043259e-002  ,5.021262948448e+000  ,2.978904221005e-002  ,3.638286220410e-006  
  1.248703204293e-008  ,2.593450151533e-002  ,5.025132317792e+000  ,2.978913490862e-002  ,1.540780106356e-006  
  1.439251803059e-008  ,3.088942271760e-002  ,5.029525087716e+000  ,2.978929765413e-002  ,-3.001532567216e-006  
  1.647942565579e-008  ,3.405494952941e-002  ,5.031893471020e+000  ,2.978949646876e-002  ,-9.913895385477e-006  
  2.065324090619e-008  ,3.565879958703e-002  ,5.031544083537e+000  ,2.979026716743e-002  ,-2.947963197137e-005  
  2.465271257062e-008  ,3.466372245772e-002  ,5.028563082772e+000  ,2.979138032228e-002  ,-5.384687508600e-005  
  2.965279720921e-008  ,3.158790160990e-002  ,5.023458088577e+000  ,2.979405667806e-002  ,-8.791410481572e-005  
  3.333226643700e-008  ,2.843918705468e-002  ,5.019409866091e+000  ,2.979797674580e-002  ,-1.126372016758e-004  
  3.743604622979e-008  ,2.428877599732e-002  ,5.014923543781e+000  ,2.980250801373e-002  ,-1.383107685761e-004  
  4.243613086839e-008  ,1.862878889949e-002  ,5.009835329812e+000  ,2.981957560474e-002  ,-1.638530960465e-004  
  4.642517171998e-008  ,1.395121316485e-002  ,5.006233386757e+000  ,2.983314196905e-002  ,-1.786888299759e-004  
  5.079344712395e-008  ,8.899572404381e-003  ,5.002849758792e+000  ,2.986969994808e-002  ,-1.891424719653e-004  
  5.579353176255e-008  ,3.721626709187e-003  ,4.999836251626e+000  ,2.991310262622e-002  ,-1.941625535383e-004  
  6.079361640115e-008  ,-5.860486681655e-004  ,4.997762128346e+000  ,3.000307344908e-002  ,-1.926523611806e-004  
  6.579370103974e-008  ,-3.710899423963e-003  ,4.996620710363e+000  ,3.010200756615e-002  ,-1.864564514135e-004  
  7.079378567834e-008  ,-5.573426233107e-003  ,4.996306132563e+000  ,3.027293158559e-002  ,-1.775074564055e-004  
  7.579387031693e-008  ,-6.284433635595e-003  ,4.996614358116e+000  ,3.046869340250e-002  ,-1.678807243449e-004  
  8.079395495553e-008  ,-5.978264928499e-003  ,4.997412052118e+000  ,3.075393946132e-002  ,-1.585503622591e-004  
  8.579403959412e-008  ,-4.942496643262e-003  ,4.998455975162e+000  ,3.109295725568e-002  ,-1.509311398983e-004  
