  Time                 , V(VG)                , V(VD)                , V(VMAX)              , I(Liman)             
  0.000000000000e+000  ,-1.874583247714e-001  ,4.999999747096e+000  ,3.200255135483e-002  ,7.438354771239e-006  
  5.000000000000e-011  ,-1.874583247471e-001  ,4.999999747337e+000  ,3.200255135484e-002  ,7.438354771233e-006  
  5.297077349387e-011  ,-1.874583238219e-001  ,4.999999854452e+000  ,3.200255135483e-002  ,7.438354771214e-006  
  5.891232048161e-011  ,-1.874583239906e-001  ,4.999999611791e+000  ,3.200255135483e-002  ,7.438354771179e-006  
  7.079541445710e-011  ,-1.874583244401e-001  ,4.999999853658e+000  ,3.200255135483e-002  ,7.438354771145e-006  
  9.456160240807e-011  ,-1.874583244914e-001  ,4.999999640338e+000  ,3.200255135483e-002  ,7.438354771121e-006  
  1.420939783100e-010  ,-1.874583243202e-001  ,4.999999852330e+000  ,3.200255135483e-002  ,7.438354771083e-006  
  2.274496922735e-010  ,-1.874583232853e-001  ,4.999999644133e+000  ,3.200255135483e-002  ,7.438354770967e-006  
  3.630269760732e-010  ,-1.874583182213e-001  ,4.999999749813e+000  ,3.200255135481e-002  ,7.438354770237e-006  
  5.854268068913e-010  ,-1.874582408244e-001  ,4.999999794124e+000  ,3.200255135483e-002  ,7.438354756205e-006  
  8.865699613933e-010  ,-1.874570039165e-001  ,5.000000459249e+000  ,3.200255135511e-002  ,7.438354196887e-006  
  1.207736551249e-009  ,-1.874507276153e-001  ,5.000003788674e+000  ,3.200255135696e-002  ,7.438349554047e-006  
  1.522802978242e-009  ,-1.874348746888e-001  ,5.000012121590e+000  ,3.200255136324e-002  ,7.438334835499e-006  
  2.105065851891e-009  ,-1.873307399015e-001  ,5.000065249998e+000  ,3.200255141833e-002  ,7.438161409189e-006  
  2.732963531697e-009  ,-1.870037236598e-001  ,5.000225942307e+000  ,3.200255164083e-002  ,7.437262590523e-006  
  3.595927029336e-009  ,-1.858612280820e-001  ,5.000744794666e+000  ,3.200255265944e-002  ,7.430643066313e-006  
  4.372929453338e-009  ,-1.840026065587e-001  ,5.001540379509e+000  ,3.200255481871e-002  ,7.415096771022e-006  
  5.913895785296e-009  ,-1.774796230150e-001  ,5.003967783010e+000  ,3.200256515628e-002  ,7.307263978952e-006  
  7.355769395316e-009  ,-1.680184328611e-001  ,5.006916417605e+000  ,3.200258431616e-002  ,7.038485311968e-006  
  1.000000030000e-008  ,-1.419813660326e-001  ,5.012806005965e+000  ,3.200265648823e-002  ,5.707554201086e-006  
  1.027451694209e-008  ,-1.385326006767e-001  ,5.013424862258e+000  ,3.200266872188e-002  ,5.484636378010e-006  
  1.082353159983e-008  ,-1.312852851066e-001  ,5.014648548344e+000  ,3.200269446807e-002  ,4.992604027636e-006  
  1.192156091530e-008  ,-1.152015529794e-001  ,5.016938793770e+000  ,3.200275088534e-002  ,3.768668709941e-006  
  1.411761954624e-008  ,-7.793846678250e-002  ,5.020143893726e+000  ,3.200287962684e-002  ,2.440170158899e-007  
  1.634422555764e-008  ,-3.549310456589e-002  ,5.020710680661e+000  ,3.200302251598e-002  ,-4.883743802046e-006  
  1.909386232693e-008  ,2.198411899364e-002  ,5.018472218699e+000  ,3.200324889260e-002  ,-1.315560018628e-005  
  2.303596452076e-008  ,1.126832615643e-001  ,5.013674946352e+000  ,3.200396239874e-002  ,-2.711586893109e-005  
  2.718817308743e-008  ,2.139280411854e-001  ,5.007966433129e+000  ,3.200466761396e-002  ,-4.285524234487e-005  
  3.218825772602e-008  ,3.319017147170e-001  ,5.002076750117e+000  ,3.200764124441e-002  ,-5.930631051776e-005  
  3.649841860134e-008  ,4.239156723480e-001  ,4.998168492540e+000  ,3.201052316045e-002  ,-6.901755105795e-005  
  4.109542682965e-008  ,5.102474121594e-001  ,4.995167660401e+000  ,3.201894282198e-002  ,-7.415692726983e-005  
  4.609551146824e-008  ,5.885967640024e-001  ,4.993123606921e+000  ,3.202939173673e-002  ,-7.322612633899e-005  
  5.082215979893e-008  ,6.490631004373e-001  ,4.992237780791e+000  ,3.205144784097e-002  ,-6.704276027313e-005  
  5.469571665127e-008  ,6.902520228969e-001  ,4.992168093386e+000  ,3.207094937768e-002  ,-5.935497500738e-005  
  5.969580128987e-008  ,7.336571715729e-001  ,4.992824566516e+000  ,3.211424445658e-002  ,-4.717361269650e-005  
  6.469588592846e-008  ,7.682464757522e-001  ,4.994116022094e+000  ,3.216414035872e-002  ,-3.448096458506e-005  
  6.969597056706e-008  ,7.959724069409e-001  ,4.995771252586e+000  ,3.224496239005e-002  ,-2.318243493519e-005  
  7.469605520565e-008  ,8.177274969592e-001  ,4.997629658259e+000  ,3.233061159161e-002  ,-1.405002232595e-005  
  7.969613984425e-008  ,8.348798148370e-001  ,4.999434409941e+000  ,3.246237246978e-002  ,-8.077499787692e-006  
  8.469622448284e-008  ,8.484000266311e-001  ,5.000993793623e+000  ,3.260139671176e-002  ,-5.409967582573e-006  
  8.969630912144e-008  ,8.587477592967e-001  ,5.002234210444e+000  ,3.278811452365e-002  ,-5.847682550493e-006  
  9.469639376004e-008  ,8.666583428361e-001  ,5.003072303927e+000  ,3.299079986645e-002  ,-8.844018301506e-006  
  9.969647839863e-008  ,8.727229619713e-001  ,5.003517182387e+000  ,3.323829179927e-002  ,-1.351726746002e-005  
  1.046965630372e-007  ,8.772388608918e-001  ,5.003602559652e+000  ,3.351096056461e-002  ,-1.934148762284e-005  
  1.096966476758e-007  ,8.806845260097e-001  ,5.003405796726e+000  ,3.382219878691e-002  ,-2.544261991219e-005  
  1.146967323144e-007  ,8.834367485614e-001  ,5.003032015681e+000  ,3.416717192449e-002  ,-3.113860814041e-005  
  1.196968169530e-007  ,8.856705064562e-001  ,5.002540931792e+000  ,3.454239138684e-002  ,-3.615890975314e-005  
  1.246969015916e-007  ,8.876503986824e-001  ,5.002029087091e+000  ,3.495846478517e-002  ,-4.015415097145e-005  
  1.296969862302e-007  ,8.895441165058e-001  ,5.001567998919e+000  ,3.539561891339e-002  ,-4.306417148276e-005  
  1.346970708688e-007  ,8.914130481715e-001  ,5.001184611840e+000  ,3.587879189605e-002  ,-4.494731938650e-005  
  1.396971555074e-007  ,8.933379677737e-001  ,5.000912914573e+000  ,3.637405023082e-002  ,-4.601032642651e-005  
  1.446972401460e-007  ,8.953284816765e-001  ,5.000752624829e+000  ,3.691820708077e-002  ,-4.646642033192e-005  
  1.496973247846e-007  ,8.973784191089e-001  ,5.000693331193e+000  ,3.746900601657e-002  ,-4.654877269724e-005  
  1.546974094232e-007  ,8.994687832427e-001  ,5.000716088102e+000  ,3.806376647734e-002  ,-4.647899897041e-005  
  1.596974940618e-007  ,9.015734886806e-001  ,5.000796762488e+000  ,3.866596867172e-002  ,-4.644453462276e-005  
  1.646975787004e-007  ,9.036651250531e-001  ,5.000909693024e+000  ,3.930010352740e-002  ,-4.658460235233e-005  
  1.696976633390e-007  ,9.057195902046e-001  ,5.001030916716e+000  ,3.994431018411e-002  ,-4.698452420113e-005  
  1.746977479776e-007  ,9.077225620348e-001  ,5.001144817854e+000  ,4.060978411396e-002  ,-4.767486096101e-005  
  1.796978326162e-007  ,9.096567499113e-001  ,5.001229908097e+000  ,4.128551326951e-002  ,-4.866606132909e-005  
  1.846979172548e-007  ,9.115206023089e-001  ,5.001277917520e+000  ,4.197358895675e-002  ,-4.990306063185e-005  
  1.896980018934e-007  ,9.133203536533e-001  ,5.001287042624e+000  ,4.266945886606e-002  ,-5.130875975196e-005  
  1.946980865319e-007  ,9.150677947497e-001  ,5.001260718163e+000  ,4.337083350750e-002  ,-5.279848162778e-005  
  1.996981711705e-007  ,9.167778002473e-001  ,5.001206026775e+000  ,4.407479834192e-002  ,-5.429211005460e-005  
  2.046982558091e-007  ,9.184659727798e-001  ,5.001132011824e+000  ,4.477977814321e-002  ,-5.572294641518e-005  
  2.096983404477e-007  ,9.201485592279e-001  ,5.001049525344e+000  ,4.547941010108e-002  ,-5.703885606158e-005  
  2.146984250863e-007  ,9.218330218555e-001  ,5.000964125553e+000  ,4.617810351818e-002  ,-5.822350684557e-005  
