  Time                 , V(VG)                , V(VD)                , V(VMAX)              , I(Liman)             
  0.000000000000e+000  ,-1.874588080055e-001  ,4.999999746574e+000  ,3.200255484690e-002  ,7.453707013383e-006  
  5.000000000000e-011  ,-1.874588533782e-001  ,4.999999723505e+000  ,3.200255482299e-002  ,7.453707014533e-006  
  7.970919013023e-011  ,-1.874588624497e-001  ,4.999999719640e+000  ,3.200255484675e-002  ,7.453707015555e-006  
  1.391275703907e-010  ,-1.874588602841e-001  ,4.999999719552e+000  ,3.200255484658e-002  ,7.453707018806e-006  
  2.579643309116e-010  ,-1.874588476380e-001  ,4.999999728820e+000  ,3.200255484629e-002  ,7.453707030322e-006  
  4.956378519535e-010  ,-1.874587923489e-001  ,4.999999756025e+000  ,3.200255484618e-002  ,7.453707061701e-006  
  9.709848940372e-010  ,-1.874561122039e-001  ,5.000001046209e+000  ,3.200255488028e-002  ,7.453705653243e-006  
  1.921678978205e-009  ,-1.873415830958e-001  ,5.000048879275e+000  ,3.200255749781e-002  ,7.453473843797e-006  
  3.722484308481e-009  ,-1.850617358019e-001  ,5.000702708841e+000  ,3.200263114560e-002  ,7.440652835989e-006  
  6.988818842173e-009  ,-1.612294542690e-001  ,5.003542906237e+000  ,3.200337815687e-002  ,7.180471343805e-006  
  1.000000003000e-008  ,-1.022607536269e-001  ,5.005708659858e+000  ,3.200485663321e-002  ,6.360554105984e-006  
  1.050000849386e-008  ,-8.743835506292e-002  ,5.005803373806e+000  ,3.200515838107e-002  ,6.135727689511e-006  
  1.150006267448e-008  ,-5.264293586096e-002  ,5.005768872696e+000  ,3.200575805287e-002  ,5.590048427195e-006  
  1.350017103573e-008  ,2.565992802160e-002  ,5.005249698699e+000  ,3.200686365008e-002  ,4.326524042689e-006  
  1.750038775821e-008  ,2.117198615984e-001  ,5.002528306682e+000  ,3.200820246512e-002  ,1.132664550161e-006  
  2.250047239681e-008  ,4.373289250450e-001  ,5.000226500057e+000  ,3.200827056865e-002  ,-2.960439113688e-006  
  2.750055703541e-008  ,6.061997375745e-001  ,5.000762449012e+000  ,3.200751740705e-002  ,-6.162301015575e-006  
  3.250064167400e-008  ,7.145844283273e-001  ,5.001206662667e+000  ,3.200740382009e-002  ,-8.353954646051e-006  
  3.750072631260e-008  ,7.835033372922e-001  ,5.001412241776e+000  ,3.200736979600e-002  ,-9.921877753088e-006  
  4.250081095119e-008  ,8.248023047500e-001  ,5.001742415604e+000  ,3.200892158348e-002  ,-1.115894753152e-005  
  4.750089558979e-008  ,8.461877282059e-001  ,5.002088536174e+000  ,3.201102541500e-002  ,-1.229056833260e-005  
  5.250098022838e-008  ,8.582974346337e-001  ,5.002340087313e+000  ,3.201553646130e-002  ,-1.364702737236e-005  
