  Time                 , V(VG)                , V(VD)                , V(VMAX)              , I(Liman)             
  0.000000000000e+000  ,-1.482716781808e-001  ,4.999999859257e+000  ,2.540093981899e-002  ,7.368389901785e-006  
  1.000000000000e-010  ,-1.482716776835e-001  ,4.999999859259e+000  ,2.540093985949e-002  ,7.368389901820e-006  
  1.055486452766e-010  ,-1.482716775458e-001  ,4.999999859801e+000  ,2.540093986529e-002  ,7.368389901822e-006  
  1.166459358297e-010  ,-1.482716774051e-001  ,4.999999860643e+000  ,2.540093988223e-002  ,7.368389901823e-006  
  1.388405169360e-010  ,-1.482716771660e-001  ,4.999999858538e+000  ,2.540093989190e-002  ,7.368389901816e-006  
  1.832296791486e-010  ,-1.482716764930e-001  ,4.999999859815e+000  ,2.540093992359e-002  ,7.368389901783e-006  
  2.720080035739e-010  ,-1.482716736612e-001  ,4.999999861195e+000  ,2.540094018120e-002  ,7.368389901663e-006  
  4.495646524243e-010  ,-1.482716508465e-001  ,4.999999868860e+000  ,2.540094219836e-002  ,7.368389899399e-006  
  7.512666004710e-010  ,-1.482712410998e-001  ,5.000000027460e+000  ,2.540097850356e-002  ,7.368389813013e-006  
  1.097066672426e-009  ,-1.482672411591e-001  ,5.000001647177e+000  ,2.540147731071e-002  ,7.368387832928e-006  
  1.413762913924e-009  ,-1.482567245472e-001  ,5.000005956552e+000  ,2.540296161258e-002  ,7.368381247771e-006  
  1.954954462033e-009  ,-1.481902756573e-001  ,5.000033350000e+000  ,2.541556677607e-002  ,7.368307417123e-006  
  2.538800584059e-009  ,-1.479754029617e-001  ,5.000120961633e+000  ,2.546853292619e-002  ,7.367915242263e-006  
  3.617830919009e-009  ,-1.467632260626e-001  ,5.000585814298e+000  ,2.591580231967e-002  ,7.362879233241e-006  
  5.273908721190e-009  ,-1.418855053455e-001  ,5.002215919855e+000  ,2.863206372561e-002  ,7.314804309144e-006  
  7.187217818480e-009  ,-1.310897297993e-001  ,5.005135767155e+000  ,3.684859675619e-002  ,7.104995714070e-006  
  9.504720913153e-009  ,-1.103773903940e-001  ,5.009158716723e+000  ,5.615230430323e-002  ,6.409146575058e-006  
  1.000000030000e-008  ,-1.048220140713e-001  ,5.010016667707e+000  ,6.167985705461e-002  ,6.177888948532e-006  
  1.019401807536e-008  ,-1.025234985047e-001  ,5.010348890669e+000  ,6.397866304118e-002  ,6.077406559965e-006  
  1.058205362607e-008  ,-9.771179842592e-002  ,5.011005682982e+000  ,6.879901861763e-002  ,5.859044639644e-006  
  1.135812472750e-008  ,-8.720474557405e-002  ,5.012272428149e+000  ,7.930464915513e-002  ,5.348430999220e-006  
  1.291026693035e-008  ,-6.305167939571e-002  ,5.014367971320e+000  ,1.033454892610e-001  ,4.010021823917e-006  
  1.498264592339e-008  ,-2.638289927883e-002  ,5.015525736903e+000  ,1.388669815265e-001  ,1.558599153281e-006  
  1.712394278694e-008  ,1.574878790983e-002  ,5.014682658973e+000  ,1.766383142092e-001  ,-1.708382120725e-006  
  2.050725143600e-008  ,8.937206777519e-002  ,5.011072946791e+000  ,2.271975440197e-001  ,-7.726775722206e-006  
  2.418858330894e-008  ,1.774871938191e-001  ,5.005886404577e+000  ,2.659218447582e-001  ,-1.470533282200e-005  
  3.020716231514e-008  ,3.224677728808e-001  ,4.998980973435e+000  ,2.915999753245e-001  ,-2.376365969570e-005  
  3.527728241135e-008  ,4.363124547021e-001  ,4.995027216977e+000  ,2.844834126873e-001  ,-2.811544429769e-005  
  4.062009375740e-008  ,5.425452284642e-001  ,4.992783532383e+000  ,2.555610903049e-001  ,-2.911289687219e-005  
  4.479763429810e-008  ,6.121284809945e-001  ,4.992202570140e+000  ,2.254006121345e-001  ,-2.750401293311e-005  
  4.919645708252e-008  ,6.730757078004e-001  ,4.992449986850e+000  ,1.890875362246e-001  ,-2.399567457441e-005  
  5.461973469902e-008  ,7.333472866861e-001  ,4.993382334330e+000  ,1.435109840149e-001  ,-1.841346873283e-005  
  6.083128374268e-008  ,7.849764699702e-001  ,4.994995311443e+000  ,9.280011702621e-002  ,-1.122464275025e-005  
  6.238417100359e-008  ,7.954702709372e-001  ,4.995437151382e+000  ,8.080252176941e-002  ,-9.450304570312e-006  
  6.548994552542e-008  ,8.141623040933e-001  ,4.996320803561e+000  ,5.797233731414e-002  ,-6.076226630289e-006  
  7.170149456907e-008  ,8.439262407427e-001  ,4.997996948110e+000  ,1.759134867225e-002  ,-2.929731919175e-007  
  8.412459265638e-008  ,8.822803119052e-001  ,5.000593902844e+000  ,9.243788406691e-003  ,6.627635627848e-006  
  9.806760918547e-008  ,9.048319499866e-001  ,5.002076509492e+000  ,9.243796136415e-003  ,7.535741146539e-006  
