  Time                 , V(VG)                , V(VD)                , V(VMAX)              , I(Liman)             
  0.000000000000e+000  ,-1.874436216651e-001  ,4.999999747096e+000  ,3.200007438350e-002  ,7.438352213285e-006  
  5.000000000000e-011  ,-1.874436215268e-001  ,4.999999747467e+000  ,3.200007438350e-002  ,7.438352213273e-006  
  5.297040969599e-011  ,-1.874436214160e-001  ,4.999999764019e+000  ,3.200007438350e-002  ,7.438352213267e-006  
  5.891122908797e-011  ,-1.874436211650e-001  ,4.999999756129e+000  ,3.200007438350e-002  ,7.438352213250e-006  
  7.079286787193e-011  ,-1.874436215028e-001  ,4.999999713255e+000  ,3.200007438350e-002  ,7.438352213232e-006  
  9.455614543986e-011  ,-1.874436216539e-001  ,4.999999754239e+000  ,3.200007438349e-002  ,7.438352213226e-006  
  1.420827005757e-010  ,-1.874436215964e-001  ,4.999999749530e+000  ,3.200007438350e-002  ,7.438352213205e-006  
  2.258551661624e-010  ,-1.874436217554e-001  ,4.999999746213e+000  ,3.200007438350e-002  ,7.438352213159e-006  
  3.613626007689e-010  ,-1.874436195302e-001  ,4.999999749058e+000  ,3.200007438350e-002  ,7.438352212979e-006  
  6.156136636389e-010  ,-1.874435115407e-001  ,4.999999806128e+000  ,3.200007438352e-002  ,7.438352192795e-006  
  1.019761094893e-009  ,-1.874410443201e-001  ,5.000001119182e+000  ,3.200007438425e-002  ,7.438350963759e-006  
  1.402301842417e-009  ,-1.874295481196e-001  ,5.000007145832e+000  ,3.200007438848e-002  ,7.438342301984e-006  
  1.798439899529e-009  ,-1.873862708965e-001  ,5.000029273163e+000  ,3.200007440696e-002  ,7.438285380643e-006  
  2.371762076463e-009  ,-1.872144810244e-001  ,5.000114635991e+000  ,3.200007451157e-002  ,7.437931979449e-006  
  3.158357122983e-009  ,-1.865257895489e-001  ,5.000434223718e+000  ,3.200007505769e-002  ,7.434904184052e-006  
  3.993567207898e-009  ,-1.850272472000e-001  ,5.001090621533e+000  ,3.200007666835e-002  ,7.424887705431e-006  
  5.223844328965e-009  ,-1.808838030357e-001  ,5.002716943164e+000  ,3.200008259745e-002  ,7.374253455689e-006  
  6.569046655740e-009  ,-1.736242157075e-001  ,5.005170809571e+000  ,3.200009605166e-002  ,7.219140044321e-006  
  8.699540177430e-009  ,-1.564045134561e-001  ,5.009690035073e+000  ,3.200013638186e-002  ,6.545991548334e-006  
  1.000000030000e-008  ,-1.422688904282e-001  ,5.012567565661e+000  ,3.200018166946e-002  ,5.767192889511e-006  
  1.028412819106e-008  ,-1.386999546968e-001  ,5.013189457011e+000  ,3.200019460027e-002  ,5.539754756545e-006  
  1.044859975774e-008  ,-1.365955256391e-001  ,5.013548202790e+000  ,3.200020229748e-002  ,5.403271964988e-006  
  1.077754289109e-008  ,-1.322522205611e-001  ,5.014260649016e+000  ,3.200021815622e-002  ,5.113186746304e-006  
  1.143542915780e-008  ,-1.229356522773e-001  ,5.015648379747e+000  ,3.200025170375e-002  ,4.448037829888e-006  
  1.275120169122e-008  ,-1.021112892247e-001  ,5.018073035453e+000  ,3.200032554135e-002  ,2.747570234847e-006  
  1.502288371522e-008  ,-6.152193753817e-002  ,5.020214705863e+000  ,3.200046776552e-002  ,-1.439800839529e-006  
  1.711202651460e-008  ,-2.052177467926e-002  ,5.019842565417e+000  ,3.200060544560e-002  ,-6.646422498444e-006  
  2.070506900747e-008  ,5.753180755096e-002  ,5.016432224022e+000  ,3.200108777332e-002  ,-1.787480658181e-005  
  2.440763503511e-008  ,1.457517816645e-001  ,5.011180370653e+000  ,3.200175551935e-002  ,-3.138070649471e-005  
  2.940771967370e-008  ,2.671345014446e-001  ,5.004733138822e+000  ,3.200333465729e-002  ,-4.904143558598e-005  
  3.440780431230e-008  ,3.808561907504e-001  ,4.999613774380e+000  ,3.200676945423e-002  ,-6.274469234439e-005  
  3.940788895089e-008  ,4.805469380326e-001  ,4.996003648082e+000  ,3.201314914958e-002  ,-7.026145170199e-005  
  4.368601232965e-008  ,5.531297163609e-001  ,4.993957778799e+000  ,3.202225688062e-002  ,-7.142273923856e-005  
  4.801181942422e-008  ,6.149956701320e-001  ,4.992795069206e+000  ,3.203539092197e-002  ,-6.801439709226e-005  
  5.301190406282e-008  ,6.735927810177e-001  ,4.992431062392e+000  ,3.206096262804e-002  ,-5.963225821797e-005  
  5.801198870141e-008  ,7.204621352797e-001  ,4.992936203931e+000  ,3.209643327573e-002  ,-4.830393189478e-005  
  6.301207334001e-008  ,7.581129260231e-001  ,4.994063578553e+000  ,3.214700625917e-002  ,-3.631166816663e-005  
  6.801215797860e-008  ,7.877402614838e-001  ,4.995662796956e+000  ,3.221664921168e-002  ,-2.478800803971e-005  
  7.301224261720e-008  ,8.112057551513e-001  ,4.997456283808e+000  ,3.230330409042e-002  ,-1.541585337150e-005  
  7.801232725580e-008  ,8.298574223924e-001  ,4.999197803769e+000  ,3.242073867655e-002  ,-9.056082594262e-006  
  8.301241189439e-008  ,8.443010395572e-001  ,5.000775206865e+000  ,3.255397145516e-002  ,-5.854620627006e-006  
  8.801249653299e-008  ,8.554902142082e-001  ,5.002027383680e+000  ,3.273096126365e-002  ,-5.772529733923e-006  
  9.301258117158e-008  ,8.641574500202e-001  ,5.002892269769e+000  ,3.291936310818e-002  ,-8.180674094552e-006  
  9.801266581018e-008  ,8.706617454722e-001  ,5.003371188837e+000  ,3.316428289529e-002  ,-1.259664613895e-005  
  1.030127504488e-007  ,8.755866603861e-001  ,5.003495575534e+000  ,3.341746886786e-002  ,-1.814116565076e-005  
  1.080128350874e-007  ,8.794037081817e-001  ,5.003352003193e+000  ,3.373097401258e-002  ,-2.396614884627e-005  
  1.130129197260e-007  ,8.823395075188e-001  ,5.002999209410e+000  ,3.405673491165e-002  ,-2.967421180972e-005  
  1.180130043646e-007  ,8.847481097015e-001  ,5.002539135109e+000  ,3.443457297739e-002  ,-3.468518859432e-005  
  1.230130890032e-007  ,8.868785959932e-001  ,5.002062572505e+000  ,3.483254181272e-002  ,-3.871611060640e-005  
  1.280131736418e-007  ,8.888604830028e-001  ,5.001620832986e+000  ,3.527274210687e-002  ,-4.172495058765e-005  
  1.330132582803e-007  ,8.907744207250e-001  ,5.001245832709e+000  ,3.573962582753e-002  ,-4.374101564871e-005  
  1.380133429189e-007  ,8.927252339256e-001  ,5.000977231151e+000  ,3.623844950461e-002  ,-4.493435370500e-005  
  1.430134275575e-007  ,8.947268349380e-001  ,5.000817051059e+000  ,3.676871160385e-002  ,-4.545783403786e-005  
  1.480135121961e-007  ,8.967866026676e-001  ,5.000759262397e+000  ,3.732104408504e-002  ,-4.559036564554e-005  
