  Time                 , V(VG)                , V(VD)                , V(VMAX)              , I(Liman)             
  0.000000000000e+000  ,-1.874432819623e-001  ,4.999999998299e+000  ,3.200001715525e-002  ,5.002587499803e-008  
  5.000000000000e-011  ,-1.874432816828e-001  ,4.999999999562e+000  ,3.200001715528e-002  ,5.002587493485e-008  
  5.297040969599e-011  ,-1.874432817594e-001  ,4.999999994684e+000  ,3.200001715525e-002  ,5.002587493128e-008  
  5.891122908797e-011  ,-1.874432820509e-001  ,4.999999967438e+000  ,3.200001715525e-002  ,5.002587493069e-008  
  7.079286787193e-011  ,-1.874432817603e-001  ,5.000000048654e+000  ,3.200001715525e-002  ,5.002587493025e-008  
  9.455614543986e-011  ,-1.874432818822e-001  ,4.999999989269e+000  ,3.200001715525e-002  ,5.002587492189e-008  
  1.420827005757e-010  ,-1.874432822112e-001  ,4.999999999159e+000  ,3.200001715525e-002  ,5.002587489995e-008  
  2.258551661624e-010  ,-1.874432824227e-001  ,4.999999998135e+000  ,3.200001715525e-002  ,5.002587485563e-008  
  3.613626007689e-010  ,-1.874432800504e-001  ,4.999999999607e+000  ,3.200001715525e-002  ,5.002587469147e-008  
  6.156136636389e-010  ,-1.874431720454e-001  ,5.000000058094e+000  ,3.200001715527e-002  ,5.002585450249e-008  
  1.019761094893e-009  ,-1.874406998096e-001  ,5.000001385510e+000  ,3.200001715598e-002  ,5.002461243598e-008  
  1.402069011773e-009  ,-1.874291885199e-001  ,5.000007474739e+000  ,3.200001716012e-002  ,5.001586760961e-008  
  1.798113936628e-009  ,-1.873858246541e-001  ,5.000029783721e+000  ,3.200001717821e-002  ,4.995845181223e-008  
  2.371249849047e-009  ,-1.872136211786e-001  ,5.000115431694e+000  ,3.200001728102e-002  ,4.960288456975e-008  
  3.162687772955e-009  ,-1.865149219228e-001  ,5.000432318614e+000  ,3.200001783115e-002  ,4.655185539598e-008  
  3.998456651415e-009  ,-1.849985399058e-001  ,5.001064269632e+000  ,3.200001946678e-002  ,3.661511767627e-008  
  5.263006443228e-009  ,-1.806297325497e-001  ,5.002577092524e+000  ,3.200002589198e-002  ,-1.463194990842e-008  
  6.638756150450e-009  ,-1.728757022283e-001  ,5.004612071866e+000  ,3.200004099565e-002  ,-1.668883263024e-007  
  8.905967826094e-009  ,-1.532444976334e-001  ,5.007859476698e+000  ,3.200009116099e-002  ,-8.260537985318e-007  
  1.000000030000e-008  ,-1.406295415786e-001  ,5.009264722626e+000  ,3.200013712151e-002  ,-1.382464075929e-006  
  1.030826807220e-008  ,-1.365922898618e-001  ,5.009638630719e+000  ,3.200015334146e-002  ,-1.581998557855e-006  
  1.092480361659e-008  ,-1.281598039584e-001  ,5.010368014254e+000  ,3.200018787715e-002  ,-2.014873214568e-006  
  1.215787470538e-008  ,-1.092858634169e-001  ,5.011616012989e+000  ,3.200026498638e-002  ,-3.093120701367e-006  
