  Time                 , V(VG)                , V(VD)                , V(VMAX)              , I(Liman)             
  0.000000000000e+000  ,-1.874583247716e-001  ,4.999999747096e+000  ,3.200255135483e-002  ,7.438352781719e-006  
  5.000000000000e-011  ,-1.874583247861e-001  ,4.999999747132e+000  ,3.200255135483e-002  ,7.438352781719e-006  
  5.297077349387e-011  ,-1.874583242819e-001  ,4.999999811251e+000  ,3.200255135483e-002  ,7.438352781719e-006  
  5.891232048161e-011  ,-1.874583242326e-001  ,4.999999674381e+000  ,3.200255135483e-002  ,7.438352781719e-006  
  7.079541445710e-011  ,-1.874583247709e-001  ,4.999999787054e+000  ,3.200255135483e-002  ,7.438352781719e-006  
  9.456160240807e-011  ,-1.874583245737e-001  ,4.999999713357e+000  ,3.200255135483e-002  ,7.438352781719e-006  
  1.420939783100e-010  ,-1.874583242256e-001  ,4.999999780412e+000  ,3.200255135483e-002  ,7.438352781719e-006  
  2.274496922735e-010  ,-1.874583232814e-001  ,4.999999715674e+000  ,3.200255135483e-002  ,7.438352781718e-006  
  3.630269760732e-010  ,-1.874583182646e-001  ,4.999999749859e+000  ,3.200255135483e-002  ,7.438352781713e-006  
  5.854268068913e-010  ,-1.874582408635e-001  ,4.999999793897e+000  ,3.200255135484e-002  ,7.438352781547e-006  
  8.865233952645e-010  ,-1.874570069152e-001  ,5.000000453057e+000  ,3.200255135512e-002  ,7.438352771365e-006  
  1.207689985121e-009  ,-1.874507469143e-001  ,5.000003748790e+000  ,3.200255135696e-002  ,7.438352667525e-006  
  1.522756412113e-009  ,-1.874349445989e-001  ,5.000011985420e+000  ,3.200255136321e-002  ,7.438352310201e-006  
  2.105019285763e-009  ,-1.873312822352e-001  ,5.000064286352e+000  ,3.200255141772e-002  ,7.438346798471e-006  
  2.732823833311e-009  ,-1.870063851486e-001  ,5.000221586635e+000  ,3.200255163680e-002  ,7.438311367623e-006  
  3.592713966453e-009  ,-1.858809288792e-001  ,5.000721040338e+000  ,3.200255262458e-002  ,7.437933401668e-006  
  4.366643025959e-009  ,-1.840574648068e-001  ,5.001478424684e+000  ,3.200255469840e-002  ,7.436912807514e-006  
  5.894384577358e-009  ,-1.777319221810e-001  ,5.003719984452e+000  ,3.200256438638e-002  ,7.427100202221e-006  
  7.316141619766e-009  ,-1.686721078069e-001  ,5.006333784510e+000  ,3.200258186933e-002  ,7.396260815879e-006  
  1.000000030000e-008  ,-1.429766426283e-001  ,5.011387715357e+000  ,3.200264802446e-002  ,7.162734726361e-006  
  1.026755064924e-008  ,-1.397022132536e-001  ,5.011872049948e+000  ,3.200265876235e-002  ,7.120214135115e-006  
