,,,15.2000021E-6,2.0000000,,,,,15.2000021E-6,1.5400000,,,,,15.2000021E-6,3.51999998,,,,,15.2000021E-6,4.07999992,
,,,15.3000019E-6,2.0000000,,,,,15.3000019E-6,1.5400000,,,,,15.3000019E-6,3.51999998,,,,,15.3000019E-6,4.07999992,
,,,15.4000027E-6,2.0000000,,,,,15.4000027E-6,1.5200000,,,,,15.4000027E-6,3.51999998,,,,,15.4000027E-6,4.07999992,
,,,15.5000016E-6,2.0000000,,,,,15.5000016E-6,1.5200000,,,,,15.5000016E-6,3.51999998,,,,,15.5000016E-6,4.07999992,
,,,15.6000024E-6,2.0000000,,,,,15.6000024E-6,1.5000000,,,,,15.6000024E-6,3.51999998,,,,,15.6000024E-6,4.07999992,
,,,15.7000013E-6,2.0000000,,,,,15.7000013E-6,1.5000000,,,,,15.7000013E-6,3.51999998,,,,,15.7000013E-6,4.07999992,
,,,15.8000021E-6,2.0000000,,,,,15.8000021E-6,1.5000000,,,,,15.8000021E-6,3.51999998,,,,,15.8000021E-6,4.07999992,
,,,15.9000028E-6,2.0000000,,,,,15.9000028E-6,1.5000000,,,,,15.9000028E-6,3.51999998,,,,,15.9000028E-6,4.07999992,
,,,16.0000018E-6,2.0000000,,,,,16.0000018E-6,1.5000000,,,,,16.0000018E-6,3.55999994,,,,,16.0000018E-6,4.07999992,
,,,16.1000025E-6,2.0000000,,,,,16.1000025E-6,1.5000000,,,,,16.1000025E-6,3.51999998,,,,,16.1000025E-6,4.07999992,
,,,16.2000015E-6,2.0000000,,,,,16.2000015E-6,1.5000000,,,,,16.2000015E-6,3.51999998,,,,,16.2000015E-6,4.00000000,
,,,16.3000022E-6,2.0000000,,,,,16.3000022E-6,1.5200000,,,,,16.3000022E-6,3.51999998,,,,,16.3000022E-6,4.00000000,
,,,16.4000012E-6,2.0000000,,,,,16.4000012E-6,1.5200000,,,,,16.4000012E-6,3.51999998,,,,,16.4000012E-6,4.00000000,
,,,16.5000019E-6,2.0000000,,,,,16.5000019E-6,1.5200000,,,,,16.5000019E-6,3.55999994,,,,,16.5000019E-6,4.00000000,
,,,16.6000027E-6,2.0000000,,,,,16.6000027E-6,1.5200000,,,,,16.6000027E-6,3.55999994,,,,,16.6000027E-6,4.00000000,
,,,16.7000017E-6,2.0000000,,,,,16.7000017E-6,1.5200000,,,,,16.7000017E-6,3.51999998,,,,,16.7000017E-6,4.00000000,
,,,16.8000024E-6,2.0000000,,,,,16.8000024E-6,1.5400000,,,,,16.8000024E-6,3.51999998,,,,,16.8000024E-6,4.00000000,
,,,16.9000014E-6,2.0000000,,,,,16.9000014E-6,1.5400000,,,,,16.9000014E-6,3.51999998,,,,,16.9000014E-6,4.00000000,
,,,17.0000021E-6,2.0000000,,,,,17.0000021E-6,1.5400000,,,,,17.0000021E-6,3.51999998,,,,,17.0000021E-6,4.00000000,
,,,17.1000029E-6,2.0000000,,,,,17.1000029E-6,1.5200000,,,,,17.1000029E-6,3.51999998,,,,,17.1000029E-6,4.00000000,
,,,17.2000018E-6,2.0000000,,,,,17.2000018E-6,1.5200000,,,,,17.2000018E-6,3.51999998,,,,,17.2000018E-6,4.07999992,
,,,17.3000026E-6,1.9599999,,,,,17.3000026E-6,1.5200000,,,,,17.3000026E-6,3.51999998,,,,,17.3000026E-6,4.07999992,
,,,17.4000015E-6,2.0000000,,,,,17.4000015E-6,1.5200000,,,,,17.4000015E-6,3.51999998,,,,,17.4000015E-6,4.07999992,
,,,17.5000023E-6,2.0000000,,,,,17.5000023E-6,1.5200000,,,,,17.5000023E-6,3.51999998,,,,,17.5000023E-6,4.07999992,
,,,17.6000012E-6,2.0000000,,,,,17.6000012E-6,1.5000000,,,,,17.6000012E-6,3.51999998,,,,,17.6000012E-6,4.07999992,
,,,17.7000020E-6,1.9599999,,,,,17.7000020E-6,1.5000000,,,,,17.7000020E-6,3.51999998,,,,,17.7000020E-6,4.15999985,
,,,17.8000028E-6,1.9599999,,,,,17.8000028E-6,1.5000000,,,,,17.8000028E-6,3.51999998,,,,,17.8000028E-6,4.15999985,
,,,17.9000017E-6,1.9599999,,,,,17.9000017E-6,1.5000000,,,,,17.9000017E-6,3.51999998,,,,,17.9000017E-6,4.15999985,
,,,18.0000025E-6,1.9599999,,,,,18.0000025E-6,1.4800000,,,,,18.0000025E-6,3.51999998,,,,,18.0000025E-6,4.15999985,
,,,18.1000014E-6,1.9599999,,,,,18.1000014E-6,1.4800000,,,,,18.1000014E-6,3.51999998,,,,,18.1000014E-6,4.15999985,
,,,18.2000022E-6,1.9599999,,,,,18.2000022E-6,1.4800000,,,,,18.2000022E-6,3.51999998,,,,,18.2000022E-6,4.15999985,
,,,18.3000029E-6,1.9599999,,,,,18.3000029E-6,1.4800000,,,,,18.3000029E-6,3.55999994,,,,,18.3000029E-6,4.15999985,
,,,18.4000019E-6,1.9599999,,,,,18.4000019E-6,1.4800000,,,,,18.4000019E-6,3.51999998,,,,,18.4000019E-6,4.15999985,
,,,18.5000026E-6,1.9599999,,,,,18.5000026E-6,1.4800000,,,,,18.5000026E-6,3.55999994,,,,,18.5000026E-6,4.15999985,
,,,18.6000016E-6,1.9599999,,,,,18.6000016E-6,1.4800000,,,,,18.6000016E-6,3.55999994,,,,,18.6000016E-6,4.15999985,
,,,18.7000023E-6,1.9599999,,,,,18.7000023E-6,1.4800000,,,,,18.7000023E-6,3.55999994,,,,,18.7000023E-6,4.15999985,
,,,18.8000013E-6,1.9599999,,,,,18.8000013E-6,1.4800000,,,,,18.8000013E-6,3.55999994,,,,,18.8000013E-6,4.15999985,
,,,18.9000020E-6,1.9599999,,,,,18.9000020E-6,1.4800000,,,,,18.9000020E-6,3.55999994,,,,,18.9000020E-6,4.15999985,
,,,19.0000028E-6,1.9599999,,,,,19.0000028E-6,1.4800000,,,,,19.0000028E-6,3.55999994,,,,,19.0000028E-6,4.15999985,
,,,19.1000017E-6,1.9599999,,,,,19.1000017E-6,1.4800000,,,,,19.1000017E-6,3.55999994,,,,,19.1000017E-6,4.15999985,
,,,19.2000025E-6,1.9599999,,,,,19.2000025E-6,1.4800000,,,,,19.2000025E-6,3.55999994,,,,,19.2000025E-6,4.15999985,
,,,19.3000014E-6,1.9599999,,,,,19.3000014E-6,1.4800000,,,,,19.3000014E-6,3.55999994,,,,,19.3000014E-6,4.23999977,
,,,19.4000022E-6,1.9599999,,,,,19.4000022E-6,1.5000000,,,,,19.4000022E-6,3.55999994,,,,,19.4000022E-6,4.23999977,
,,,19.5000030E-6,1.9599999,,,,,19.5000030E-6,1.5000000,,,,,19.5000030E-6,3.55999994,,,,,19.5000030E-6,4.23999977,
,,,19.6000019E-6,1.9599999,,,,,19.6000019E-6,1.5000000,,,,,19.6000019E-6,3.55999994,,,,,19.6000019E-6,4.23999977,
,,,19.7000027E-6,1.9599999,,,,,19.7000027E-6,1.5000000,,,,,19.7000027E-6,3.55999994,,,,,19.7000027E-6,4.23999977,
,,,19.8000016E-6,1.9599999,,,,,19.8000016E-6,1.5000000,,,,,19.8000016E-6,3.55999994,,,,,19.8000016E-6,4.23999977,
,,,19.9000024E-6,1.9599999,,,,,19.9000024E-6,1.5000000,,,,,19.9000024E-6,3.55999994,,,,,19.9000024E-6,4.31999969,
,,,20.0000013E-6,1.9599999,,,,,20.0000013E-6,1.5200000,,,,,20.0000013E-6,3.55999994,,,,,20.0000013E-6,4.31999969,
,,,20.10000208E-6,1.9599999,,,,,20.10000208E-6,1.5200000,,,,,20.10000208E-6,3.55999994,,,,,20.10000208E-6,4.31999969,
,,,20.20000284E-6,1.9599999,,,,,20.20000284E-6,1.5000000,,,,,20.20000284E-6,3.55999994,,,,,20.20000284E-6,4.31999969,
,,,20.30000178E-6,1.9599999,,,,,20.30000178E-6,1.5200000,,,,,20.30000178E-6,3.55999994,,,,,20.30000178E-6,4.31999969,
,,,20.40000254E-6,1.9599999,,,,,20.40000254E-6,1.5000000,,,,,20.40000254E-6,3.55999994,,,,,20.40000254E-6,4.31999969,
,,,20.50000148E-6,1.9599999,,,,,20.50000148E-6,1.5000000,,,,,20.50000148E-6,3.55999994,,,,,20.50000148E-6,4.40000010,
,,,20.60000224E-6,1.9599999,,,,,20.60000224E-6,1.5000000,,,,,20.60000224E-6,3.55999994,,,,,20.60000224E-6,4.40000010,
,,,20.70000119E-6,1.9599999,,,,,20.70000119E-6,1.5000000,,,,,20.70000119E-6,3.55999994,,,,,20.70000119E-6,4.40000010,
,,,20.80000195E-6,1.9599999,,,,,20.80000195E-6,1.5000000,,,,,20.80000195E-6,3.55999994,,,,,20.80000195E-6,4.40000010,
,,,20.90000271E-6,1.9599999,,,,,20.90000271E-6,1.5000000,,,,,20.90000271E-6,3.55999994,,,,,20.90000271E-6,4.48000002,
,,,21.00000165E-6,1.9599999,,,,,21.00000165E-6,1.5000000,,,,,21.00000165E-6,3.55999994,,,,,21.00000165E-6,4.48000002,
,,,21.10000241E-6,1.9599999,,,,,21.10000241E-6,1.5000000,,,,,21.10000241E-6,3.55999994,,,,,21.10000241E-6,4.48000002,
,,,21.20000136E-6,1.9599999,,,,,21.20000136E-6,1.5000000,,,,,21.20000136E-6,3.55999994,,,,,21.20000136E-6,4.48000002,
,,,21.30000212E-6,1.9599999,,,,,21.30000212E-6,1.5000000,,,,,21.30000212E-6,3.55999994,,,,,21.30000212E-6,4.48000002,
,,,21.40000288E-6,1.9599999,,,,,21.40000288E-6,1.5000000,,,,,21.40000288E-6,3.55999994,,,,,21.40000288E-6,4.55999994,
,,,21.50000182E-6,1.9599999,,,,,21.50000182E-6,1.5000000,,,,,21.50000182E-6,3.55999994,,,,,21.50000182E-6,4.55999994,
,,,21.60000258E-6,1.9599999,,,,,21.60000258E-6,1.5000000,,,,,21.60000258E-6,3.55999994,,,,,21.60000258E-6,4.55999994,
,,,21.70000153E-6,2.0000000,,,,,21.70000153E-6,1.5000000,,,,,21.70000153E-6,3.55999994,,,,,21.70000153E-6,4.55999994,
,,,21.80000229E-6,2.0000000,,,,,21.80000229E-6,1.4800000,,,,,21.80000229E-6,3.55999994,,,,,21.80000229E-6,4.55999994,
,,,21.90000123E-6,2.0000000,,,,,21.90000123E-6,1.4800000,,,,,21.90000123E-6,3.55999994,,,,,21.90000123E-6,4.55999994,
,,,22.00000199E-6,2.0000000,,,,,22.00000199E-6,1.4800000,,,,,22.00000199E-6,3.55999994,,,,,22.00000199E-6,4.55999994,
,,,22.10000275E-6,2.0000000,,,,,22.10000275E-6,1.4800000,,,,,22.10000275E-6,3.55999994,,,,,22.10000275E-6,4.55999994,
,,,22.20000169E-6,1.9599999,,,,,22.20000169E-6,1.4800000,,,,,22.20000169E-6,3.55999994,,,,,22.20000169E-6,4.55999994,
,,,22.30000246E-6,2.0000000,,,,,22.30000246E-6,1.4800000,,,,,22.30000246E-6,3.55999994,,,,,22.30000246E-6,4.55999994,
,,,22.40000140E-6,2.0000000,,,,,22.40000140E-6,1.4800000,,,,,22.40000140E-6,3.55999994,,,,,22.40000140E-6,4.55999994,
,,,22.50000216E-6,2.0000000,,,,,22.50000216E-6,1.4800000,,,,,22.50000216E-6,3.59999990,,,,,22.50000216E-6,4.55999994,
,,,22.60000292E-6,2.0000000,,,,,22.60000292E-6,1.4800000,,,,,22.60000292E-6,3.55999994,,,,,22.60000292E-6,4.55999994,
,,,22.70000186E-6,2.0000000,,,,,22.70000186E-6,1.4800000,,,,,22.70000186E-6,3.55999994,,,,,22.70000186E-6,4.55999994,
,,,22.80000263E-6,2.0000000,,,,,22.80000263E-6,1.4800000,,,,,22.80000263E-6,3.55999994,,,,,22.80000263E-6,4.55999994,
,,,22.90000157E-6,2.0000000,,,,,22.90000157E-6,1.4800000,,,,,22.90000157E-6,3.55999994,,,,,22.90000157E-6,4.55999994,
,,,23.00000233E-6,2.0000000,,,,,23.00000233E-6,1.4800000,,,,,23.00000233E-6,3.55999994,,,,,23.00000233E-6,4.55999994,
,,,23.10000127E-6,2.0000000,,,,,23.10000127E-6,1.4800000,,,,,23.10000127E-6,3.55999994,,,,,23.10000127E-6,4.55999994,
,,,23.20000203E-6,2.0000000,,,,,23.20000203E-6,1.4800000,,,,,23.20000203E-6,3.55999994,,,,,23.20000203E-6,4.55999994,
,,,23.30000279E-6,2.0000000,,,,,23.30000279E-6,1.4800000,,,,,23.30000279E-6,3.55999994,,,,,23.30000279E-6,4.55999994,
,,,23.40000174E-6,2.0000000,,,,,23.40000174E-6,1.4800000,,,,,23.40000174E-6,3.55999994,,,,,23.40000174E-6,4.55999994,
,,,23.50000250E-6,2.0000000,,,,,23.50000250E-6,1.4800000,,,,,23.50000250E-6,3.55999994,,,,,23.50000250E-6,4.55999994,
,,,23.60000144E-6,2.0000000,,,,,23.60000144E-6,1.4800000,,,,,23.60000144E-6,3.55999994,,,,,23.60000144E-6,4.55999994,
,,,23.70000220E-6,2.0000000,,,,,23.70000220E-6,1.4599999,,,,,23.70000220E-6,3.55999994,,,,,23.70000220E-6,4.55999994,
,,,23.80000296E-6,2.0000000,,,,,23.80000296E-6,1.4599999,,,,,23.80000296E-6,3.55999994,,,,,23.80000296E-6,4.55999994,
,,,23.90000191E-6,2.0000000,,,,,23.90000191E-6,1.4599999,,,,,23.90000191E-6,3.55999994,,,,,23.90000191E-6,4.55999994,
,,,24.00000267E-6,2.0000000,,,,,24.00000267E-6,1.4599999,,,,,24.00000267E-6,3.55999994,,,,,24.00000267E-6,4.55999994,
,,,24.10000161E-6,2.0000000,,,,,24.10000161E-6,1.4599999,,,,,24.10000161E-6,3.55999994,,,,,24.10000161E-6,4.55999994,
,,,24.20000237E-6,2.0000000,,,,,24.20000237E-6,1.4599999,,,,,24.20000237E-6,3.55999994,,,,,24.20000237E-6,4.55999994,
,,,24.30000131E-6,2.0000000,,,,,24.30000131E-6,1.4599999,,,,,24.30000131E-6,3.55999994,,,,,24.30000131E-6,4.55999994,
,,,24.40000208E-6,2.0000000,,,,,24.40000208E-6,1.4599999,,,,,24.40000208E-6,3.55999994,,,,,24.40000208E-6,4.55999994,
,,,24.50000284E-6,2.0000000,,,,,24.50000284E-6,1.4599999,,,,,24.50000284E-6,3.55999994,,,,,24.50000284E-6,4.55999994,
,,,24.60000178E-6,1.9599999,,,,,24.60000178E-6,1.4599999,,,,,24.60000178E-6,3.55999994,,,,,24.60000178E-6,4.55999994,
,,,24.70000254E-6,2.0000000,,,,,24.70000254E-6,1.4599999,,,,,24.70000254E-6,3.55999994,,,,,24.70000254E-6,4.55999994,
,,,24.80000148E-6,2.0000000,,,,,24.80000148E-6,1.4599999,,,,,24.80000148E-6,3.55999994,,,,,24.80000148E-6,4.55999994,
,,,24.90000224E-6,2.0000000,,,,,24.90000224E-6,1.4399999,,,,,24.90000224E-6,3.55999994,,,,,24.90000224E-6,4.55999994,
,,,25.00000301E-6,2.0000000,,,,,25.00000301E-6,1.4399999,,,,,25.00000301E-6,3.55999994,,,,,25.00000301E-6,4.55999994,
,,,25.10000195E-6,1.9599999,,,,,25.10000195E-6,1.4399999,,,,,25.10000195E-6,3.55999994,,,,,25.10000195E-6,4.63999987,
,,,25.20000271E-6,2.0000000,,,,,25.20000271E-6,1.4399999,,,,,25.20000271E-6,3.55999994,,,,,25.20000271E-6,4.63999987,
,,,25.30000165E-6,2.0000000,,,,,25.30000165E-6,1.4399999,,,,,25.30000165E-6,3.55999994,,,,,25.30000165E-6,4.55999994,
,,,25.40000241E-6,1.9599999,,,,,25.40000241E-6,1.4399999,,,,,25.40000241E-6,3.55999994,,,,,25.40000241E-6,4.55999994,
,,,25.50000136E-6,1.9599999,,,,,25.50000136E-6,1.4399999,,,,,25.50000136E-6,3.55999994,,,,,25.50000136E-6,4.55999994,
,,,25.60000212E-6,1.9599999,,,,,25.60000212E-6,1.4399999,,,,,25.60000212E-6,3.55999994,,,,,25.60000212E-6,4.55999994,
,,,25.70000288E-6,1.9599999,,,,,25.70000288E-6,1.4399999,,,,,25.70000288E-6,3.55999994,,,,,25.70000288E-6,4.55999994,
,,,25.80000182E-6,1.9599999,,,,,25.80000182E-6,1.4399999,,,,,25.80000182E-6,3.55999994,,,,,25.80000182E-6,4.63999987,
,,,25.90000258E-6,1.9599999,,,,,25.90000258E-6,1.4399999,,,,,25.90000258E-6,3.55999994,,,,,25.90000258E-6,4.55999994,
,,,26.00000153E-6,1.9599999,,,,,26.00000153E-6,1.4399999,,,,,26.00000153E-6,3.55999994,,,,,26.00000153E-6,4.55999994,
,,,26.10000229E-6,1.9599999,,,,,26.10000229E-6,1.4399999,,,,,26.10000229E-6,3.55999994,,,,,26.10000229E-6,4.55999994,
,,,26.20000305E-6,1.9599999,,,,,26.20000305E-6,1.4399999,,,,,26.20000305E-6,3.55999994,,,,,26.20000305E-6,4.55999994,
,,,26.30000199E-6,1.9599999,,,,,26.30000199E-6,1.4399999,,,,,26.30000199E-6,3.55999994,,,,,26.30000199E-6,4.55999994,
,,,26.40000275E-6,1.9599999,,,,,26.40000275E-6,1.4399999,,,,,26.40000275E-6,3.55999994,,,,,26.40000275E-6,4.63999987,
,,,26.50000170E-6,1.9599999,,,,,26.50000170E-6,1.4399999,,,,,26.50000170E-6,3.55999994,,,,,26.50000170E-6,4.55999994,
,,,26.60000246E-6,1.9599999,,,,,26.60000246E-6,1.4599999,,,,,26.60000246E-6,3.55999994,,,,,26.60000246E-6,4.55999994,
,,,26.70000140E-6,1.9599999,,,,,26.70000140E-6,1.4599999,,,,,26.70000140E-6,3.55999994,,,,,26.70000140E-6,4.63999987,
,,,26.80000216E-6,1.9599999,,,,,26.80000216E-6,1.4599999,,,,,26.80000216E-6,3.55999994,,,,,26.80000216E-6,4.63999987,
,,,26.90000292E-6,1.9599999,,,,,26.90000292E-6,1.4599999,,,,,26.90000292E-6,3.55999994,,,,,26.90000292E-6,4.63999987,
,,,27.00000186E-6,1.9599999,,,,,27.00000186E-6,1.4599999,,,,,27.00000186E-6,3.55999994,,,,,27.00000186E-6,4.63999987,
,,,27.10000263E-6,1.9599999,,,,,27.10000263E-6,1.4599999,,,,,27.10000263E-6,3.55999994,,,,,27.10000263E-6,4.63999987,
,,,27.20000157E-6,1.9599999,,,,,27.20000157E-6,1.4599999,,,,,27.20000157E-6,3.55999994,,,,,27.20000157E-6,4.63999987,
,,,27.30000233E-6,1.9599999,,,,,27.30000233E-6,1.4599999,,,,,27.30000233E-6,3.55999994,,,,,27.30000233E-6,4.63999987,
,,,27.40000127E-6,1.9599999,,,,,27.40000127E-6,1.4599999,,,,,27.40000127E-6,3.55999994,,,,,27.40000127E-6,4.63999987,
,,,27.50000203E-6,1.9599999,,,,,27.50000203E-6,1.4599999,,,,,27.50000203E-6,3.55999994,,,,,27.50000203E-6,4.63999987,
,,,27.60000280E-6,1.9599999,,,,,27.60000280E-6,1.4599999,,,,,27.60000280E-6,3.55999994,,,,,27.60000280E-6,4.63999987,
,,,27.70000174E-6,1.9599999,,,,,27.70000174E-6,1.4599999,,,,,27.70000174E-6,3.55999994,,,,,27.70000174E-6,4.63999987,
,,,27.80000250E-6,1.9599999,,,,,27.80000250E-6,1.4599999,,,,,27.80000250E-6,3.55999994,,,,,27.80000250E-6,4.71999979,
,,,27.90000144E-6,1.9599999,,,,,27.90000144E-6,1.4599999,,,,,27.90000144E-6,3.55999994,,,,,27.90000144E-6,4.71999979,
,,,28.00000220E-6,1.9599999,,,,,28.00000220E-6,1.4599999,,,,,28.00000220E-6,3.59999990,,,,,28.00000220E-6,4.71999979,
,,,28.10000296E-6,1.9599999,,,,,28.10000296E-6,1.4599999,,,,,28.10000296E-6,3.55999994,,,,,28.10000296E-6,4.71999979,
,,,28.20000191E-6,1.9599999,,,,,28.20000191E-6,1.4599999,,,,,28.20000191E-6,3.55999994,,,,,28.20000191E-6,4.71999979,
,,,28.30000267E-6,1.9599999,,,,,28.30000267E-6,1.4599999,,,,,28.30000267E-6,3.59999990,,,,,28.30000267E-6,4.71999979,
,,,28.40000161E-6,1.9599999,,,,,28.40000161E-6,1.4599999,,,,,28.40000161E-6,3.59999990,,,,,28.40000161E-6,4.71999979,
,,,28.50000237E-6,1.9599999,,,,,28.50000237E-6,1.4599999,,,,,28.50000237E-6,3.59999990,,,,,28.50000237E-6,4.71999979,
,,,28.60000131E-6,1.9599999,,,,,28.60000131E-6,1.4599999,,,,,28.60000131E-6,3.59999990,,,,,28.60000131E-6,4.71999979,
,,,28.70000208E-6,1.9599999,,,,,28.70000208E-6,1.4599999,,,,,28.70000208E-6,3.59999990,,,,,28.70000208E-6,4.71999979,
,,,28.80000284E-6,1.9599999,,,,,28.80000284E-6,1.4599999,,,,,28.80000284E-6,3.55999994,,,,,28.80000284E-6,4.71999979,
,,,28.90000178E-6,1.9599999,,,,,28.90000178E-6,1.4599999,,,,,28.90000178E-6,3.59999990,,,,,28.90000178E-6,4.71999979,
,,,29.00000254E-6,1.9599999,,,,,29.00000254E-6,1.4599999,,,,,29.00000254E-6,3.59999990,,,,,29.00000254E-6,4.71999979,
,,,29.10000148E-6,2.0000000,,,,,29.10000148E-6,1.4399999,,,,,29.10000148E-6,3.59999990,,,,,29.10000148E-6,4.71999979,
,,,29.20000225E-6,1.9599999,,,,,29.20000225E-6,1.4599999,,,,,29.20000225E-6,3.59999990,,,,,29.20000225E-6,4.71999979,
,,,29.30000301E-6,1.9599999,,,,,29.30000301E-6,1.4599999,,,,,29.30000301E-6,3.59999990,,,,,29.30000301E-6,4.71999979,
,,,29.40000195E-6,2.0000000,,,,,29.40000195E-6,1.4599999,,,,,29.40000195E-6,3.59999990,,,,,29.40000195E-6,4.79999971,
,,,29.50000271E-6,2.0000000,,,,,29.50000271E-6,1.4599999,,,,,29.50000271E-6,3.55999994,,,,,29.50000271E-6,4.79999971,
,,,29.60000165E-6,2.0000000,,,,,29.60000165E-6,1.4599999,,,,,29.60000165E-6,3.59999990,,,,,29.60000165E-6,4.71999979,
,,,29.70000241E-6,2.0000000,,,,,29.70000241E-6,1.4599999,,,,,29.70000241E-6,3.59999990,,,,,29.70000241E-6,4.79999971,
,,,29.80000136E-6,1.9599999,,,,,29.80000136E-6,1.4399999,,,,,29.80000136E-6,3.59999990,,,,,29.80000136E-6,4.79999971,
,,,29.90000212E-6,2.0000000,,,,,29.90000212E-6,1.4599999,,,,,29.90000212E-6,3.59999990,,,,,29.90000212E-6,4.79999971,
,,,30.00000288E-6,2.0000000,,,,,30.00000288E-6,1.4599999,,,,,30.00000288E-6,3.59999990,,,,,30.00000288E-6,4.79999971,
,,,30.10000182E-6,1.9599999,,,,,30.10000182E-6,1.4599999,,,,,30.10000182E-6,3.59999990,,,,,30.10000182E-6,4.79999971,
,,,30.20000258E-6,2.0000000,,,,,30.20000258E-6,1.4399999,,,,,30.20000258E-6,3.59999990,,,,,30.20000258E-6,4.79999971,
,,,30.30000153E-6,2.0000000,,,,,30.30000153E-6,1.4399999,,,,,30.30000153E-6,3.59999990,,,,,30.30000153E-6,4.79999971,
,,,30.40000229E-6,2.0000000,,,,,30.40000229E-6,1.4399999,,,,,30.40000229E-6,3.59999990,,,,,30.40000229E-6,4.79999971,
,,,30.50000305E-6,2.0000000,,,,,30.50000305E-6,1.4399999,,,,,30.50000305E-6,3.59999990,,,,,30.50000305E-6,4.79999971,
,,,30.60000381E-6,2.0000000,,,,,30.60000381E-6,1.4399999,,,,,30.60000381E-6,3.59999990,,,,,30.60000381E-6,4.79999971,
,,,30.70000093E-6,1.9599999,,,,,30.70000093E-6,1.4399999,,,,,30.70000093E-6,3.59999990,,,,,30.70000093E-6,4.79999971,
,,,30.80000170E-6,2.0000000,,,,,30.80000170E-6,1.4399999,,,,,30.80000170E-6,3.59999990,,,,,30.80000170E-6,4.79999971,
,,,30.90000246E-6,1.9599999,,,,,30.90000246E-6,1.4399999,,,,,30.90000246E-6,3.59999990,,,,,30.90000246E-6,4.79999971,
,,,31.00000322E-6,2.0000000,,,,,31.00000322E-6,1.4399999,,,,,31.00000322E-6,3.59999990,,,,,31.00000322E-6,4.79999971,
,,,31.10000398E-6,2.0000000,,,,,31.10000398E-6,1.4399999,,,,,31.10000398E-6,3.55999994,,,,,31.10000398E-6,4.79999971,
,,,31.20000110E-6,2.0000000,,,,,31.20000110E-6,1.4399999,,,,,31.20000110E-6,3.59999990,,,,,31.20000110E-6,4.79999971,
,,,31.30000187E-6,2.0000000,,,,,31.30000187E-6,1.4399999,,,,,31.30000187E-6,3.59999990,,,,,31.30000187E-6,4.79999971,
,,,31.40000263E-6,2.0000000,,,,,31.40000263E-6,1.4399999,,,,,31.40000263E-6,3.59999990,,,,,31.40000263E-6,4.79999971,
,,,31.50000339E-6,2.0000000,,,,,31.50000339E-6,1.4399999,,,,,31.50000339E-6,3.55999994,,,,,31.50000339E-6,4.79999971,
,,,31.60000051E-6,2.0000000,,,,,31.60000051E-6,1.4399999,,,,,31.60000051E-6,3.55999994,,,,,31.60000051E-6,4.79999971,
,,,31.70000127E-6,2.0000000,,,,,31.70000127E-6,1.4399999,,,,,31.70000127E-6,3.59999990,,,,,31.70000127E-6,4.79999971,
,,,31.80000203E-6,1.9599999,,,,,31.80000203E-6,1.4399999,,,,,31.80000203E-6,3.59999990,,,,,31.80000203E-6,4.79999971,
,,,31.90000280E-6,1.9599999,,,,,31.90000280E-6,1.4399999,,,,,31.90000280E-6,3.59999990,,,,,31.90000280E-6,4.79999971,
,,,32.00000356E-6,2.0000000,,,,,32.00000356E-6,1.4399999,,,,,32.00000356E-6,3.59999990,,,,,32.00000356E-6,4.79999971,
,,,32.10000068E-6,2.0000000,,,,,32.10000068E-6,1.4399999,,,,,32.10000068E-6,3.55999994,,,,,32.10000068E-6,4.79999971,
,,,32.20000144E-6,1.9599999,,,,,32.20000144E-6,1.4399999,,,,,32.20000144E-6,3.55999994,,,,,32.20000144E-6,4.79999971,
,,,32.30000220E-6,2.0000000,,,,,32.30000220E-6,1.4399999,,,,,32.30000220E-6,3.55999994,,,,,32.30000220E-6,4.79999971,
,,,32.40000297E-6,1.9599999,,,,,32.40000297E-6,1.4399999,,,,,32.40000297E-6,3.59999990,,,,,32.40000297E-6,4.79999971,
,,,32.50000373E-6,1.9599999,,,,,32.50000373E-6,1.4200000,,,,,32.50000373E-6,3.59999990,,,,,32.50000373E-6,4.79999971,
,,,32.60000085E-6,1.9599999,,,,,32.60000085E-6,1.4399999,,,,,32.60000085E-6,3.59999990,,,,,32.60000085E-6,4.79999971,
,,,32.70000161E-6,1.9599999,,,,,32.70000161E-6,1.4399999,,,,,32.70000161E-6,3.55999994,,,,,32.70000161E-6,4.79999971,
,,,32.80000237E-6,1.9599999,,,,,32.80000237E-6,1.4399999,,,,,32.80000237E-6,3.55999994,,,,,32.80000237E-6,4.79999971,
,,,32.90000313E-6,2.0000000,,,,,32.90000313E-6,1.4399999,,,,,32.90000313E-6,3.59999990,,,,,32.90000313E-6,4.79999971,
,,,33.00000390E-6,1.9599999,,,,,33.00000390E-6,1.4399999,,,,,33.00000390E-6,3.55999994,,,,,33.00000390E-6,4.79999971,
,,,33.10000102E-6,1.9599999,,,,,33.10000102E-6,1.4399999,,,,,33.10000102E-6,3.55999994,,,,,33.10000102E-6,4.79999971,
,,,33.20000178E-6,1.9599999,,,,,33.20000178E-6,1.4399999,,,,,33.20000178E-6,3.59999990,,,,,33.20000178E-6,4.79999971,
,,,33.30000254E-6,1.9599999,,,,,33.30000254E-6,1.4399999,,,,,33.30000254E-6,3.55999994,,,,,33.30000254E-6,4.79999971,
,,,33.40000330E-6,2.0000000,,,,,33.40000330E-6,1.4399999,,,,,33.40000330E-6,3.59999990,,,,,33.40000330E-6,4.79999971,
,,,33.50000043E-6,1.9599999,,,,,33.50000043E-6,1.4399999,,,,,33.50000043E-6,3.59999990,,,,,33.50000043E-6,4.79999971,
