,,,-46.89999696E-6,-39.99999911E-3,,,,,-46.89999696E-6,39.99999911E-3,,,,,-46.89999696E-6,0.0,,,,,-46.89999696E-6,5.11999989,
,,,-46.79999984E-6,-39.99999911E-3,,,,,-46.79999984E-6,39.99999911E-3,,,,,-46.79999984E-6,0.0,,,,,-46.79999984E-6,5.11999989,
,,,-46.69999907E-6,-39.99999911E-3,,,,,-46.69999907E-6,39.99999911E-3,,,,,-46.69999907E-6,0.0,,,,,-46.69999907E-6,5.11999989,
,,,-46.59999831E-6,-39.99999911E-3,,,,,-46.59999831E-6,39.99999911E-3,,,,,-46.59999831E-6,0.0,,,,,-46.59999831E-6,5.11999989,
,,,-46.49999755E-6,-39.99999911E-3,,,,,-46.49999755E-6,39.99999911E-3,,,,,-46.49999755E-6,0.0,,,,,-46.49999755E-6,5.11999989,
,,,-46.40000043E-6,-39.99999911E-3,,,,,-46.40000043E-6,39.99999911E-3,,,,,-46.40000043E-6,0.0,,,,,-46.40000043E-6,5.11999989,
,,,-46.29999967E-6,-39.99999911E-3,,,,,-46.29999967E-6,39.99999911E-3,,,,,-46.29999967E-6,0.0,,,,,-46.29999967E-6,5.11999989,
,,,-46.19999891E-6,-39.99999911E-3,,,,,-46.19999891E-6,39.99999911E-3,,,,,-46.19999891E-6,0.0,,,,,-46.19999891E-6,5.11999989,
,,,-46.09999814E-6,-39.99999911E-3,,,,,-46.09999814E-6,39.99999911E-3,,,,,-46.09999814E-6,0.0,,,,,-46.09999814E-6,5.11999989,
,,,-45.99999738E-6,-39.99999911E-3,,,,,-45.99999738E-6,39.99999911E-3,,,,,-45.99999738E-6,0.0,,,,,-45.99999738E-6,5.11999989,
,,,-45.90000026E-6,-39.99999911E-3,,,,,-45.90000026E-6,39.99999911E-3,,,,,-45.90000026E-6,0.0,,,,,-45.90000026E-6,5.11999989,
,,,-45.79999950E-6,-39.99999911E-3,,,,,-45.79999950E-6,39.99999911E-3,,,,,-45.79999950E-6,0.0,,,,,-45.79999950E-6,5.11999989,
,,,-45.69999874E-6,-39.99999911E-3,,,,,-45.69999874E-6,39.99999911E-3,,,,,-45.69999874E-6,0.0,,,,,-45.69999874E-6,5.11999989,
,,,-45.59999797E-6,-39.99999911E-3,,,,,-45.59999797E-6,39.99999911E-3,,,,,-45.59999797E-6,0.0,,,,,-45.59999797E-6,5.11999989,
,,,-45.49999721E-6,-39.99999911E-3,,,,,-45.49999721E-6,39.99999911E-3,,,,,-45.49999721E-6,0.0,,,,,-45.49999721E-6,5.11999989,
,,,-45.40000009E-6,-39.99999911E-3,,,,,-45.40000009E-6,39.99999911E-3,,,,,-45.40000009E-6,0.0,,,,,-45.40000009E-6,5.11999989,
,,,-45.29999933E-6,-39.99999911E-3,,,,,-45.29999933E-6,39.99999911E-3,,,,,-45.29999933E-6,0.0,,,,,-45.29999933E-6,5.11999989,
,,,-45.19999857E-6,-39.99999911E-3,,,,,-45.19999857E-6,39.99999911E-3,,,,,-45.19999857E-6,0.0,,,,,-45.19999857E-6,5.11999989,
,,,-45.09999781E-6,-39.99999911E-3,,,,,-45.09999781E-6,39.99999911E-3,,,,,-45.09999781E-6,0.0,,,,,-45.09999781E-6,5.11999989,
,,,-44.99999704E-6,-39.99999911E-3,,,,,-44.99999704E-6,39.99999911E-3,,,,,-44.99999704E-6,0.0,,,,,-44.99999704E-6,5.11999989,
,,,-44.89999992E-6,-39.99999911E-3,,,,,-44.89999992E-6,39.99999911E-3,,,,,-44.89999992E-6,0.0,,,,,-44.89999992E-6,5.11999989,
,,,-44.79999916E-6,-39.99999911E-3,,,,,-44.79999916E-6,39.99999911E-3,,,,,-44.79999916E-6,0.0,,,,,-44.79999916E-6,5.11999989,
,,,-44.69999840E-6,-39.99999911E-3,,,,,-44.69999840E-6,39.99999911E-3,,,,,-44.69999840E-6,0.0,,,,,-44.69999840E-6,5.11999989,
,,,-44.59999764E-6,-39.99999911E-3,,,,,-44.59999764E-6,39.99999911E-3,,,,,-44.59999764E-6,0.0,,,,,-44.59999764E-6,5.11999989,
,,,-44.49999687E-6,-39.99999911E-3,,,,,-44.49999687E-6,39.99999911E-3,,,,,-44.49999687E-6,0.0,,,,,-44.49999687E-6,5.11999989,
,,,-44.39999975E-6,-39.99999911E-3,,,,,-44.39999975E-6,39.99999911E-3,,,,,-44.39999975E-6,0.0,,,,,-44.39999975E-6,5.11999989,
,,,-44.29999899E-6,-39.99999911E-3,,,,,-44.29999899E-6,39.99999911E-3,,,,,-44.29999899E-6,0.0,,,,,-44.29999899E-6,5.11999989,
,,,-44.19999823E-6,-39.99999911E-3,,,,,-44.19999823E-6,39.99999911E-3,,,,,-44.19999823E-6,0.0,,,,,-44.19999823E-6,5.11999989,
,,,-44.09999747E-6,-39.99999911E-3,,,,,-44.09999747E-6,39.99999911E-3,,,,,-44.09999747E-6,0.0,,,,,-44.09999747E-6,5.11999989,
,,,-44.00000034E-6,-39.99999911E-3,,,,,-44.00000034E-6,39.99999911E-3,,,,,-44.00000034E-6,0.0,,,,,-44.00000034E-6,5.11999989,
,,,-43.89999958E-6,-39.99999911E-3,,,,,-43.89999958E-6,39.99999911E-3,,,,,-43.89999958E-6,0.0,,,,,-43.89999958E-6,5.11999989,
,,,-43.79999882E-6,-39.99999911E-3,,,,,-43.79999882E-6,39.99999911E-3,,,,,-43.79999882E-6,0.0,,,,,-43.79999882E-6,5.11999989,
,,,-43.69999806E-6,-39.99999911E-3,,,,,-43.69999806E-6,39.99999911E-3,,,,,-43.69999806E-6,0.0,,,,,-43.69999806E-6,5.11999989,
,,,-43.59999730E-6,-39.99999911E-3,,,,,-43.59999730E-6,39.99999911E-3,,,,,-43.59999730E-6,0.0,,,,,-43.59999730E-6,5.11999989,
,,,-43.50000017E-6,-39.99999911E-3,,,,,-43.50000017E-6,39.99999911E-3,,,,,-43.50000017E-6,0.0,,,,,-43.50000017E-6,5.11999989,
,,,-43.39999941E-6,-39.99999911E-3,,,,,-43.39999941E-6,39.99999911E-3,,,,,-43.39999941E-6,0.0,,,,,-43.39999941E-6,5.11999989,
,,,-43.29999865E-6,-39.99999911E-3,,,,,-43.29999865E-6,39.99999911E-3,,,,,-43.29999865E-6,0.0,,,,,-43.29999865E-6,5.11999989,
,,,-43.19999789E-6,-39.99999911E-3,,,,,-43.19999789E-6,39.99999911E-3,,,,,-43.19999789E-6,0.0,,,,,-43.19999789E-6,5.11999989,
,,,-43.09999713E-6,-39.99999911E-3,,,,,-43.09999713E-6,39.99999911E-3,,,,,-43.09999713E-6,0.0,,,,,-43.09999713E-6,5.11999989,
,,,-43.00000001E-6,-39.99999911E-3,,,,,-43.00000001E-6,39.99999911E-3,,,,,-43.00000001E-6,0.0,,,,,-43.00000001E-6,5.11999989,
,,,-42.89999924E-6,-39.99999911E-3,,,,,-42.89999924E-6,39.99999911E-3,,,,,-42.89999924E-6,0.0,,,,,-42.89999924E-6,5.11999989,
,,,-42.79999848E-6,-39.99999911E-3,,,,,-42.79999848E-6,39.99999911E-3,,,,,-42.79999848E-6,0.0,,,,,-42.79999848E-6,5.11999989,
,,,-42.69999772E-6,-39.99999911E-3,,,,,-42.69999772E-6,39.99999911E-3,,,,,-42.69999772E-6,0.0,,,,,-42.69999772E-6,5.11999989,
,,,-42.59999696E-6,-39.99999911E-3,,,,,-42.59999696E-6,39.99999911E-3,,,,,-42.59999696E-6,0.0,,,,,-42.59999696E-6,5.11999989,
,,,-42.49999984E-6,-39.99999911E-3,,,,,-42.49999984E-6,39.99999911E-3,,,,,-42.49999984E-6,0.0,,,,,-42.49999984E-6,5.11999989,
,,,-42.39999907E-6,-39.99999911E-3,,,,,-42.39999907E-6,39.99999911E-3,,,,,-42.39999907E-6,0.0,,,,,-42.39999907E-6,5.11999989,
,,,-42.29999831E-6,-39.99999911E-3,,,,,-42.29999831E-6,39.99999911E-3,,,,,-42.29999831E-6,0.0,,,,,-42.29999831E-6,5.11999989,
,,,-42.19999755E-6,-39.99999911E-3,,,,,-42.19999755E-6,39.99999911E-3,,,,,-42.19999755E-6,0.0,,,,,-42.19999755E-6,5.11999989,
,,,-42.10000043E-6,-39.99999911E-3,,,,,-42.10000043E-6,39.99999911E-3,,,,,-42.10000043E-6,0.0,,,,,-42.10000043E-6,5.11999989,
,,,-41.99999967E-6,-39.99999911E-3,,,,,-41.99999967E-6,39.99999911E-3,,,,,-41.99999967E-6,0.0,,,,,-41.99999967E-6,5.11999989,
,,,-41.89999891E-6,-39.99999911E-3,,,,,-41.89999891E-6,39.99999911E-3,,,,,-41.89999891E-6,0.0,,,,,-41.89999891E-6,5.11999989,
,,,-41.79999814E-6,-39.99999911E-3,,,,,-41.79999814E-6,39.99999911E-3,,,,,-41.79999814E-6,0.0,,,,,-41.79999814E-6,5.11999989,
,,,-41.69999738E-6,-39.99999911E-3,,,,,-41.69999738E-6,39.99999911E-3,,,,,-41.69999738E-6,0.0,,,,,-41.69999738E-6,5.11999989,
,,,-41.60000026E-6,-39.99999911E-3,,,,,-41.60000026E-6,39.99999911E-3,,,,,-41.60000026E-6,0.0,,,,,-41.60000026E-6,5.11999989,
,,,-41.49999950E-6,-39.99999911E-3,,,,,-41.49999950E-6,39.99999911E-3,,,,,-41.49999950E-6,0.0,,,,,-41.49999950E-6,5.11999989,
,,,-41.39999874E-6,-39.99999911E-3,,,,,-41.39999874E-6,39.99999911E-3,,,,,-41.39999874E-6,0.0,,,,,-41.39999874E-6,5.11999989,
,,,-41.29999797E-6,-39.99999911E-3,,,,,-41.29999797E-6,39.99999911E-3,,,,,-41.29999797E-6,0.0,,,,,-41.29999797E-6,5.11999989,
,,,-41.19999721E-6,-39.99999911E-3,,,,,-41.19999721E-6,39.99999911E-3,,,,,-41.19999721E-6,0.0,,,,,-41.19999721E-6,5.11999989,
,,,-41.10000009E-6,-39.99999911E-3,,,,,-41.10000009E-6,39.99999911E-3,,,,,-41.10000009E-6,0.0,,,,,-41.10000009E-6,5.11999989,
,,,-40.99999933E-6,-39.99999911E-3,,,,,-40.99999933E-6,39.99999911E-3,,,,,-40.99999933E-6,0.0,,,,,-40.99999933E-6,5.11999989,
,,,-40.89999857E-6,-39.99999911E-3,,,,,-40.89999857E-6,39.99999911E-3,,,,,-40.89999857E-6,0.0,,,,,-40.89999857E-6,5.11999989,
,,,-40.79999781E-6,-39.99999911E-3,,,,,-40.79999781E-6,39.99999911E-3,,,,,-40.79999781E-6,0.0,,,,,-40.79999781E-6,5.11999989,
,,,-40.69999704E-6,-39.99999911E-3,,,,,-40.69999704E-6,39.99999911E-3,,,,,-40.69999704E-6,0.0,,,,,-40.69999704E-6,5.11999989,
,,,-40.59999992E-6,-39.99999911E-3,,,,,-40.59999992E-6,39.99999911E-3,,,,,-40.59999992E-6,0.0,,,,,-40.59999992E-6,5.11999989,
,,,-40.49999916E-6,-39.99999911E-3,,,,,-40.49999916E-6,39.99999911E-3,,,,,-40.49999916E-6,0.0,,,,,-40.49999916E-6,5.11999989,
,,,-40.39999840E-6,-39.99999911E-3,,,,,-40.39999840E-6,39.99999911E-3,,,,,-40.39999840E-6,0.0,,,,,-40.39999840E-6,5.11999989,
,,,-40.29999764E-6,-39.99999911E-3,,,,,-40.29999764E-6,39.99999911E-3,,,,,-40.29999764E-6,0.0,,,,,-40.29999764E-6,5.11999989,
,,,-40.19999687E-6,-39.99999911E-3,,,,,-40.19999687E-6,39.99999911E-3,,,,,-40.19999687E-6,0.0,,,,,-40.19999687E-6,5.11999989,
,,,-40.09999975E-6,-39.99999911E-3,,,,,-40.09999975E-6,39.99999911E-3,,,,,-40.09999975E-6,0.0,,,,,-40.09999975E-6,5.11999989,
,,,-39.99999899E-6,-39.99999911E-3,,,,,-39.99999899E-6,39.99999911E-3,,,,,-39.99999899E-6,0.0,,,,,-39.99999899E-6,5.11999989,
,,,-39.89999823E-6,-39.99999911E-3,,,,,-39.89999823E-6,39.99999911E-3,,,,,-39.89999823E-6,0.0,,,,,-39.89999823E-6,5.11999989,
,,,-39.79999747E-6,-39.99999911E-3,,,,,-39.79999747E-6,39.99999911E-3,,,,,-39.79999747E-6,0.0,,,,,-39.79999747E-6,5.11999989,
,,,-39.70000034E-6,-39.99999911E-3,,,,,-39.70000034E-6,39.99999911E-3,,,,,-39.70000034E-6,0.0,,,,,-39.70000034E-6,5.11999989,
,,,-39.59999958E-6,-39.99999911E-3,,,,,-39.59999958E-6,39.99999911E-3,,,,,-39.59999958E-6,0.0,,,,,-39.59999958E-6,5.11999989,
,,,-39.49999882E-6,-39.99999911E-3,,,,,-39.49999882E-6,39.99999911E-3,,,,,-39.49999882E-6,0.0,,,,,-39.49999882E-6,5.11999989,
,,,-39.39999806E-6,-39.99999911E-3,,,,,-39.39999806E-6,39.99999911E-3,,,,,-39.39999806E-6,0.0,,,,,-39.39999806E-6,5.11999989,
,,,-39.29999730E-6,-39.99999911E-3,,,,,-39.29999730E-6,39.99999911E-3,,,,,-39.29999730E-6,0.0,,,,,-39.29999730E-6,5.11999989,
,,,-39.20000017E-6,-39.99999911E-3,,,,,-39.20000017E-6,39.99999911E-3,,,,,-39.20000017E-6,0.0,,,,,-39.20000017E-6,5.11999989,
,,,-39.09999941E-6,-39.99999911E-3,,,,,-39.09999941E-6,39.99999911E-3,,,,,-39.09999941E-6,0.0,,,,,-39.09999941E-6,5.11999989,
,,,-38.99999865E-6,-39.99999911E-3,,,,,-38.99999865E-6,39.99999911E-3,,,,,-38.99999865E-6,0.0,,,,,-38.99999865E-6,5.11999989,
,,,-38.89999789E-6,-39.99999911E-3,,,,,-38.89999789E-6,39.99999911E-3,,,,,-38.89999789E-6,0.0,,,,,-38.89999789E-6,5.11999989,
,,,-38.79999713E-6,-39.99999911E-3,,,,,-38.79999713E-6,39.99999911E-3,,,,,-38.79999713E-6,0.0,,,,,-38.79999713E-6,5.11999989,
,,,-38.70000000E-6,-39.99999911E-3,,,,,-38.70000000E-6,39.99999911E-3,,,,,-38.70000000E-6,0.0,,,,,-38.70000000E-6,5.11999989,
,,,-38.59999924E-6,-39.99999911E-3,,,,,-38.59999924E-6,39.99999911E-3,,,,,-38.59999924E-6,0.0,,,,,-38.59999924E-6,5.11999989,
,,,-38.49999848E-6,-39.99999911E-3,,,,,-38.49999848E-6,39.99999911E-3,,,,,-38.49999848E-6,0.0,,,,,-38.49999848E-6,5.11999989,
,,,-38.39999772E-6,-39.99999911E-3,,,,,-38.39999772E-6,39.99999911E-3,,,,,-38.39999772E-6,0.0,,,,,-38.39999772E-6,5.11999989,
,,,-38.29999696E-6,-39.99999911E-3,,,,,-38.29999696E-6,39.99999911E-3,,,,,-38.29999696E-6,0.0,,,,,-38.29999696E-6,5.11999989,
,,,-38.19999984E-6,-39.99999911E-3,,,,,-38.19999984E-6,39.99999911E-3,,,,,-38.19999984E-6,0.0,,,,,-38.19999984E-6,5.11999989,
,,,-38.09999907E-6,-39.99999911E-3,,,,,-38.09999907E-6,39.99999911E-3,,,,,-38.09999907E-6,0.0,,,,,-38.09999907E-6,5.11999989,
,,,-37.99999831E-6,-39.99999911E-3,,,,,-37.99999831E-6,39.99999911E-3,,,,,-37.99999831E-6,0.0,,,,,-37.99999831E-6,5.11999989,
,,,-37.89999755E-6,-39.99999911E-3,,,,,-37.89999755E-6,39.99999911E-3,,,,,-37.89999755E-6,0.0,,,,,-37.89999755E-6,5.11999989,
,,,-37.79999679E-6,-39.99999911E-3,,,,,-37.79999679E-6,39.99999911E-3,,,,,-37.79999679E-6,0.0,,,,,-37.79999679E-6,5.11999989,
,,,-37.69999967E-6,-39.99999911E-3,,,,,-37.69999967E-6,39.99999911E-3,,,,,-37.69999967E-6,0.0,,,,,-37.69999967E-6,5.11999989,
,,,-37.59999890E-6,-39.99999911E-3,,,,,-37.59999890E-6,39.99999911E-3,,,,,-37.59999890E-6,0.0,,,,,-37.59999890E-6,5.11999989,
,,,-37.49999814E-6,-39.99999911E-3,,,,,-37.49999814E-6,39.99999911E-3,,,,,-37.49999814E-6,0.0,,,,,-37.49999814E-6,5.11999989,
,,,-37.39999738E-6,-39.99999911E-3,,,,,-37.39999738E-6,39.99999911E-3,,,,,-37.39999738E-6,0.0,,,,,-37.39999738E-6,5.11999989,
,,,-37.30000026E-6,-39.99999911E-3,,,,,-37.30000026E-6,39.99999911E-3,,,,,-37.30000026E-6,0.0,,,,,-37.30000026E-6,5.11999989,
,,,-37.19999950E-6,-39.99999911E-3,,,,,-37.19999950E-6,39.99999911E-3,,,,,-37.19999950E-6,0.0,,,,,-37.19999950E-6,5.11999989,
,,,-37.09999874E-6,-39.99999911E-3,,,,,-37.09999874E-6,39.99999911E-3,,,,,-37.09999874E-6,0.0,,,,,-37.09999874E-6,5.11999989,
,,,-36.99999797E-6,-39.99999911E-3,,,,,-36.99999797E-6,39.99999911E-3,,,,,-36.99999797E-6,0.0,,,,,-36.99999797E-6,5.11999989,
,,,-36.89999721E-6,-39.99999911E-3,,,,,-36.89999721E-6,39.99999911E-3,,,,,-36.89999721E-6,0.0,,,,,-36.89999721E-6,5.11999989,
,,,-36.80000009E-6,-39.99999911E-3,,,,,-36.80000009E-6,39.99999911E-3,,,,,-36.80000009E-6,0.0,,,,,-36.80000009E-6,5.11999989,
,,,-36.69999933E-6,-39.99999911E-3,,,,,-36.69999933E-6,39.99999911E-3,,,,,-36.69999933E-6,0.0,,,,,-36.69999933E-6,5.11999989,
,,,-36.59999857E-6,-39.99999911E-3,,,,,-36.59999857E-6,39.99999911E-3,,,,,-36.59999857E-6,0.0,,,,,-36.59999857E-6,5.11999989,
,,,-36.49999780E-6,-39.99999911E-3,,,,,-36.49999780E-6,39.99999911E-3,,,,,-36.49999780E-6,0.0,,,,,-36.49999780E-6,5.11999989,
,,,-36.39999704E-6,-39.99999911E-3,,,,,-36.39999704E-6,39.99999911E-3,,,,,-36.39999704E-6,0.0,,,,,-36.39999704E-6,5.11999989,
,,,-36.29999992E-6,-39.99999911E-3,,,,,-36.29999992E-6,39.99999911E-3,,,,,-36.29999992E-6,0.0,,,,,-36.29999992E-6,5.11999989,
,,,-36.19999916E-6,-39.99999911E-3,,,,,-36.19999916E-6,39.99999911E-3,,,,,-36.19999916E-6,0.0,,,,,-36.19999916E-6,5.11999989,
,,,-36.09999840E-6,-39.99999911E-3,,,,,-36.09999840E-6,39.99999911E-3,,,,,-36.09999840E-6,0.0,,,,,-36.09999840E-6,5.11999989,
,,,-35.99999764E-6,-39.99999911E-3,,,,,-35.99999764E-6,39.99999911E-3,,,,,-35.99999764E-6,0.0,,,,,-35.99999764E-6,5.11999989,
,,,-35.89999687E-6,-39.99999911E-3,,,,,-35.89999687E-6,39.99999911E-3,,,,,-35.89999687E-6,0.0,,,,,-35.89999687E-6,5.11999989,
,,,-35.79999975E-6,-39.99999911E-3,,,,,-35.79999975E-6,39.99999911E-3,,,,,-35.79999975E-6,0.0,,,,,-35.79999975E-6,5.11999989,
,,,-35.69999899E-6,-39.99999911E-3,,,,,-35.69999899E-6,39.99999911E-3,,,,,-35.69999899E-6,0.0,,,,,-35.69999899E-6,5.11999989,
,,,-35.59999823E-6,-39.99999911E-3,,,,,-35.59999823E-6,39.99999911E-3,,,,,-35.59999823E-6,0.0,,,,,-35.59999823E-6,5.11999989,
,,,-35.49999747E-6,-39.99999911E-3,,,,,-35.49999747E-6,39.99999911E-3,,,,,-35.49999747E-6,0.0,,,,,-35.49999747E-6,5.11999989,
,,,-35.40000034E-6,-39.99999911E-3,,,,,-35.40000034E-6,39.99999911E-3,,,,,-35.40000034E-6,0.0,,,,,-35.40000034E-6,5.11999989,
,,,-35.29999958E-6,-39.99999911E-3,,,,,-35.29999958E-6,39.99999911E-3,,,,,-35.29999958E-6,0.0,,,,,-35.29999958E-6,5.11999989,
,,,-35.19999882E-6,-39.99999911E-3,,,,,-35.19999882E-6,39.99999911E-3,,,,,-35.19999882E-6,0.0,,,,,-35.19999882E-6,5.11999989,
,,,-35.09999806E-6,-39.99999911E-3,,,,,-35.09999806E-6,39.99999911E-3,,,,,-35.09999806E-6,0.0,,,,,-35.09999806E-6,5.11999989,
,,,-34.99999730E-6,-39.99999911E-3,,,,,-34.99999730E-6,39.99999911E-3,,,,,-34.99999730E-6,0.0,,,,,-34.99999730E-6,5.11999989,
,,,-34.90000017E-6,-39.99999911E-3,,,,,-34.90000017E-6,39.99999911E-3,,,,,-34.90000017E-6,0.0,,,,,-34.90000017E-6,5.11999989,
,,,-34.79999941E-6,-39.99999911E-3,,,,,-34.79999941E-6,39.99999911E-3,,,,,-34.79999941E-6,0.0,,,,,-34.79999941E-6,5.11999989,
,,,-34.69999865E-6,-39.99999911E-3,,,,,-34.69999865E-6,39.99999911E-3,,,,,-34.69999865E-6,0.0,,,,,-34.69999865E-6,5.11999989,
,,,-34.59999789E-6,-39.99999911E-3,,,,,-34.59999789E-6,39.99999911E-3,,,,,-34.59999789E-6,0.0,,,,,-34.59999789E-6,5.11999989,
,,,-34.49999713E-6,-39.99999911E-3,,,,,-34.49999713E-6,39.99999911E-3,,,,,-34.49999713E-6,0.0,,,,,-34.49999713E-6,5.11999989,
,,,-34.40000000E-6,-39.99999911E-3,,,,,-34.40000000E-6,39.99999911E-3,,,,,-34.40000000E-6,0.0,,,,,-34.40000000E-6,5.11999989,
